Before_opt_smiles,After_opt_smiles
COC(=O)c1ccc(CSc2ccc(-c3ccc4c(c3)OCO4)nn2)o1,O=C(Nc1ccc(-c2ccc3c(c2)SCS3)nn1)N1CCOCC1
COc1cccc(C(O)=C2C(=O)C(=O)N(CCN(C)C)C2c2ccc(C)o2)c1,CCCNC1=NC=C2C(O1)C(=O)N(CCN(C)C)C2c1ccc(C)o1
Cc1cccc(CC2SC(=NN=Cc3ccco3)N(c3ccccc3)C2=O)c1,CC(=O)N/C=C/C[C@H]1S/C(=N/N=C/c2ccco2)N(c2ccccc2)C1=O
CCOc1ccccc1NC1=C(Sc2ccc(C)cc2)C(=O)N(CCc2ccccc2)C1=O,COCC(=O)NC1=C(Sc2ccc(C)cc2)C(=O)N(CCc2ccccc2)C1=O
Cc1cc(C)nc(SCc2ccc(C(=O)NN=C3C4CC5CC(C4)CC3C5)cc2)n1,Cc1cc(C)nc(SCc2ccc(C(=O)NCN3CCOCC3)cc2)n1
CC1(C)C(=O)OC(c2ccccc2I)C(C)(C)C1=O,CC1(C)C(=O)OC(c2nnc(N)s2)C(C)(C)C1=O
COc1ccc2ccc(OCc3cc(=O)oc4cc(OC)ccc34)cc2c1,COc1ccc(COCc2cc(=O)oc3cc(OC)ccc23)cc1
COc1cc(C=C(C#N)c2nc3ccc(C)cc3[nH]2)cc(I)c1O,Cc1ccc2nc(/C(C#N)=C/N3CCCN(C)CC3)[nH]c2c1
CCCC1C(=NO)C(C)C(c2ccc(Cl)cc2)NC1c1ccc(Cl)cc1,CCCC1/C(=N/O)C(C)C(c2nc(CC)no2)NC1c1ccc(Cl)cc1
CCOC(=O)c1c(C2CC2)csc1NC(=O)COC(=O)CN1C(=O)C2CCCCC2C1=O,Cc1ccc([C@@H](N)COC(=O)CN2C(=O)C3CCCCC3C2=O)cc1
CCNC(=O)N(Cc1ccc(OC)c(OS(=O)(=O)c2ccc(F)cc2)c1)Cc1ccco1,CCc1ccc(OC)c(OS(=O)(=O)c2ccc(F)cc2)c1
C#CCOc1c(Br)cc(C2C3=C(CC(C)(C)CC3=O)N(CC(=O)O)C3=C2C(=O)CC(C)(C)C3)cc1OC,CC1C2=C(CC(C)(C)CC2=O)N(CC(=O)O)C2=C1C(=O)CC(C)(C)C2
Cc1c(Br)cc(NCC(=O)NN=Cc2ccc(Br)cc2)cc1Br,Cc1ccc(C(=O)N/C=C/c2ccc(Br)cc2)cc1
C#CCOc1ccc(C=C2SC(=O)N(C(C)C(=O)OCC)C2=O)cc1OC,CCCCNC(=O)c1cc2c(cn1)sc(=O)n2[C@H](C)C(=O)NCC
CCOc1ccc(-c2n[nH]c(C(=O)NN=Cc3ccc(Br)cc3)c2C)cc1,CCOc1ccc(-c2n[nH]c(OCC(=O)NC3CCCCC3)c2C)cc1
COc1cc(C=CC(=O)Nc2ccccc2Br)ccc1OCc1ccccc1,COc1cc(CNC(=O)CN2CCCCC2)ccc1OCc1ccccc1
C1=CC(c2ccccc2)(c2ccccc2)Oc2cc3ccccc3cc21,O=C([O-])C1(c2ccccc2)C=Cc2cc3ccccc3cc2O1
CCON=C(C)c1ccc(OCCC2CCN(c3ccc(Cl)nn3)CC2)cc1,O=C(Nc1ccccc1)[NH2+]CC1CCN(c2ccc(F)nn2)CC1
Cc1c(NC(=O)CCl)c(=O)oc2c(C)c3occc(=O)c3cc12,CCNc1c(C)c2cc3c(=O)ccoc3c(C)c2oc1=O
C=CCN(CC(=O)N(Cc1ccccc1)Cc1cccs1)C(=O)Nc1cccc(C#N)c1,CCN(CCC(=O)N(CC1=CC=C[S-]1)Cc1ccccc1)C(=O)Nc1ccccc1
COc1ccc(N(C(=O)c2ccc(CN3C(=O)COc4ccccc43)cc2)S(C)(=O)=O)c(OC)n1,O=C1COc2ccccc2N1Cc1ccc(C2=NN=C(NC3CCCCCC3)C2)cc1
Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)COC(=O)COc1ccccc1-c1ccccc1,Cc1ccc(COC(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2C)cc1
CCOC(=O)CN1C(=O)SC(=Cc2ccc(OC(C)CC)c(Br)c2)C1=O,CCNC(=O)/C=C\c1ccc(OC(C)CC)c(Br)c1
CC1CCN(S(=O)(=O)c2ccc(NC(=O)C=Cc3ccccc3[N+](=O)[O-])cc2)CC1,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)cc1
Cc1cccc(Cn2cc(SCC(=O)Nc3nnc(C)s3)c3ccccc32)c1,Cc1cccc(Cn2cc(CNCCN3CCN(C)CC3)c3ccccc32)c1
C=CCOc1ccc(C=C2NC(=S)N(c3ccc(Cl)cc3)C2=O)cc1OC,CCCCC(=O)N1C/C=c2/[nH]c(=S)n(-c3ccc(Cl)cc3)/c2=C/CC1
O=C(c1ccc(Cl)cc1)N(c1ccc(F)cc1)c1nc2ccccc2s1,CNC(=O)COc1cc(F)ccc1N(C)c1nc2ccccc2s1
CCOc1cc2c(cc1OCC)C(c1ccc(OC)c(OC)c1)N(c1ccc(C(=O)O)cc1)C(=O)C2,CCOc1cc2c(cc1OCC)C1CCc3cc(C(=O)O)ccc3N1C(=O)C2
Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)CN(CCC(C)C)C(=O)c2ccccc2F)c1,CCCCCNC(=O)CP(CCC(C)C)C(=O)c1ccccc1F
CC(=O)C(=Cc1ccc(C(F)(F)F)cc1)C(=O)CCN(C)C,C/C(=C/c1ccc(C(F)(F)F)cc1)NC1CCOCC1
Cc1ccc(O)c(Cc2nc3ccccc3nc2-c2cccc(Br)c2)c1,CCNC(=O)CCc1nc2ccccc2nc1-c1cccc(Br)c1
O=S(=O)(c1cccc2cccnc12)N1CCN(C(c2ccccc2)c2ccccc2)CC1,O=C(NC1CCCCC1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
N#CC(=Cc1ccc(-c2cc(Cl)cc(Cl)c2)o1)c1ccc(Cl)cc1,O=C1CN=C(Cc2ccc(-c3cc(Cl)cc(Cl)c3)o2)N1
CCOC(=O)C=C1SCC(=O)N1CC(=O)Nc1sc2c(c1C(=O)OC)CCCCC2,CSC(=O)c1c(NCC(=O)Nc2ccccc2)sc2c1CCCCC2
Nc1nonc1C(=O)NCCNCc1ccc(OCc2ccc(Cl)cc2)cc1,CCCCCC(=O)Nc1ccc(OCc2ccc(F)cc2)cc1
CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccc(F)cc2)C2=C(CC(c3ccccc3)CC2=O)N1,CC1=C(C(=O)O)C(c2ccc(F)cc2)C2=C(CC(c3ccccc3)CC2=O)N1
COc1ccc(C(=O)COC(=O)c2nc(Cl)ccc2Cl)cc1F,O=C(COC(=O)c1nc(Cl)ccc1Cl)NCC1=CC=CCC=C1
CC(=O)c1cccc(NC(=O)C(OC(=O)CNC(=O)c2ccccc2)c2ccccc2)c1,COCCCNC(=O)OC(C(=O)Nc1cccc(C(C)=O)c1)c1ccccc1
O=C(Nc1oc2ccc(Cl)cc2c(=O)c1-c1ccc(Br)cc1)c1ccco1,CC[NH+](C)CCNC1=C(c2ccc(Br)cc2)C(=O)c2cc(Cl)ccc2[S-]1
COc1ccc(OC)c(NC(=O)CSc2nnc3c(C)cc4ccc(C)cc4n23)c1,CCCCNCCCc1nnc2c(C)cc3ccc(C)cc3n12
COc1ccc2sc(N(Cc3cccnc3)C(=O)c3ccc(N(C)C)cc3)nc2c1,CCN(Cc1cccnc1)C(=O)c1ccc(N(C)C)cc1
CCCC(=O)Nc1ccc(C(=O)NN=Cc2c(OC)ccc3ccccc23)cc1,COc1ccc(NC(=O)N/N=C/c2c(OC)ccc3ccccc23)cc1
O=C(NNn1cnc2nc(=O)[nH]c(=O)c-2n1)c1ccncc1,O=C(CCC(F)(F)F)Cn1cnc2nc(=O)oc(=O)c-2n1
CCOc1ccc(C=NNC(=O)CNc2cc(Br)c(C)c(Br)c2)cc1,Cc1c(F)cc(NCC(=O)NC(=O)Nc2ccc(Cl)cc2)cc1F
O=C(C=CNc1ccccc1I)c1ccc(Cl)s1,Ic1ccccc1N/C=C/Cc1ccccc1
CCOC(=O)c1c(N=Cc2c(C)[nH]n(-c3ccc(Br)cc3)c2=O)sc2c1CCC2,Cc1[nH]n(-c2ccc(Br)cc2)c(=O)c1/C=N/C(=O)CC1CCCO1
CC(CC=CCc1cccc2ccccc12)C(=O)c1ccccc1,O=C(/C=C/Cc1cccc2ccccc12)NC(=O)C1CCCO1
CCOC(=O)c1cccc(-c2ccc(C3C(C#N)=C(N)OC4c5ccccc5OC(=O)C43)o2)c1,CCCCCN/C=C/C1C(C#N)=C(N)OC2c3ccccc3OC(=O)C12
OC(CON=C1c2ccccc2-c2ccccc21)CN1CCN(c2cccc[nH+]2)CC1,O=C(CNC(=O)CCN1CCCCC1)CON=C1c2ccccc2-c2ccccc21
COc1ccc(CN(C)Cc2nc3sc(-c4ccccc4)cc3c(=O)[nH]2)c(OC)c1,CN(C)Cc1nc2sc(-c3ccccc3)cc2c(=O)[nH]1
Cc1cccc(NC(=O)N(CC(=O)N(Cc2ccc(F)cc2)Cc2ccco2)C(C)C)c1C,O=C(CCC(=O)N(Cc1ccc(F)cc1)Cc1ccco1)NC1CCCC1
CCCCOC(=O)c1ccc(Nc2ncnc3ccc(Br)cc23)cc1,CCCCOC(=O)c1ccc(NC(=O)N2CCN(C)CC2)cc1
Cc1ccc(NC(=O)C(OC(=O)c2ccc(C(F)(F)F)cc2)c2ccccc2)cc1Cl,Cc1ccc(OC(=O)C(OCC(N)=O)c2ccccc2)cc1Cl
COc1cccc(NCC(=O)NN=Cc2ccc(-c3ccccc3)cc2)c1,CCCC1CNC(CC/N=C/c2ccc(-c3ccccc3)cc2)CO1
CCCCc1ccc(NC(=S)Nc2ccc(SCCC)cc2)cc1,CCCSc1ccc(NC(=O)NC(=O)Nc2ccc(C#N)cc2)cc1
COc1cc(C)c(C=NNC(=O)C(NC(=O)c2ccc(F)cc2)C(C)C)cc1C(C)C,CC(C)C(NC(=O)c1ccc(F)cc1)C(=O)NCCc1ccc(C#N)cc1
O=C(COc1ccc(Cl)cc1Br)NN=Cc1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1/C=N/NCc1ccc2c(c1)OCCO2
Cc1cc[n+](C2=C(c3c(C)[nH]n(-c4cccc(Cl)c4)c3=O)C(=O)N(C3CCCCC3)C2=O)cc1C,Cc1cc[n+](C2=C(O)C(=O)N(C3CCCCC3)C2=O)cc1C
CC1CCc2c(sc3nc(SCC(=O)NCC4CCCO4)n(-c4ccccc4)c(=O)c23)C1,CCCCN(C)CCNC1=Nc2sc3c(c2C(=O)[C@@H]1c1ccccc1)CCC(C)C3
CN(C)CCCN1C(=O)C(=O)C(=C(O)c2ccccc2)C1c1ccc(Cl)cc1Cl,C=C1C(=O)C(=O)N(CCCN(C)C)C1c1ccc(Cl)cc1F
CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)OCC(=O)Nc2ccc(C)cc2C)ccc1C,CCN(c1ccccc1)S(=O)(=O)c1cc(C[NH2+]Cc2ccccc2)ccc1C
Cc1noc(C)c1CSc1nc2sc3c(c2c(=O)n1C1CCCC1)CCCC3,NC(=O)CCSc1nc2sc3c(c2c(=O)n1C1CCCC1)CCCC3
COc1ccc(C=CC(=O)OC(C)C(=O)c2c[nH]c3ccccc23)cc1,CC(OCC(=O)NCC1CCCCC1)C(=O)c1c[nH]c2ccccc12
O=C(NCc1ccco1)c1ccc(CN(Cc2ccccc2)Cc2ccc(F)cc2)o1,OCN(Cc1ccccc1)Cc1ccc(F)cc1
COc1cc(C=CC(=O)Nc2cccc(C(F)(F)F)c2)ccc1OCc1ccccc1,C/C=C/c1ccc(OCc2ccccc2)c(OC)c1
COC(=O)c1ccc(-n2c(N)c(C(=O)NC3CCCCC3)c3nc4ccccc4nc32)cc1,CN1CCN(CCn2c(N)c(C(=O)NC3CCCCC3)c3cc4ccccc4nc32)CC1
Cc1ccc2nc(-c3ccc(NC(=S)NC(=O)c4cccs4)cc3)oc2c1,Cc1ccc2c(c1)[S-]C(c1ccc(OCC(O)CN3CCCCC3)cc1)=N2
CCOc1ccc2[nH]c(=O)c(C(c3nnnn3Cc3ccccc3)N3CCN(C)CC3)cc2c1,CCC(c1nnnn1Cc1ccccc1)N1CCN(C)CC1
COc1ccccc1NS(=O)(=O)c1ccc(NC(=O)c2nc3ncccn3n2)cc1,O=C(Nc1ccc(CN2CCCCCCC2)cc1)c1nc2ncccn2n1
COc1ccc(-c2nc3cc(C)ccc3o2)cc1NC(=O)c1ccc(Cl)cc1,COc1ccc(C(N)(F)F)cc1NC(=O)c1ccc(Cl)cc1
Cc1ccc(-c2nnc(SCCCCOc3ccccc3)o2)cc1,Clc1ccc(OCCCCCOc2ccccc2)cc1
Cc1ccc(C2C(=C(O)c3ccc(F)cc3)C(=O)C(=O)N2CCCN2CCOCC2)cc1,Cc1ccc(C2C(=O)C(=O)C(=O)N2CCCN2CCOCC2)cc1
O=c1c(=Cc2ccc3c(c2)OCO3)sc2nc3cc(Br)cnc3n12,CCCN/C(C)=C/C=c1\sc2nc3cc(Br)cnc3n2c1=O
CSC1(c2ccccc2)C(N2C(=O)c3ccccc3C2=O)C(=O)N1c1ccccc1,CS[C@@]1(c2ccccc2)C(NCc2ccccc2)C(=O)N1c1ccccc1
Cc1ccc(-c2ccc(SCc3ccc(C(=O)NCc4ccco4)cc3)nn2)cc1,O=C(COc1ccccc1)Nc1ccc(C(=O)NCc2cccs2)cc1
CCOC(=O)Cc1csc(NC(=O)c2ccccc2NS(=O)(=O)c2ccc(F)cc2F)n1,CCc1ccccc1NS(=O)(=O)c1ccc(F)cc1F
O=C(O)c1cc(NN=CC=Cc2ccccc2[N+](=O)[O-])ccc1Cl,O=[N+](O)c1ccccc1/C=C/C=[NH+]/Cc1ccc(C2CC2)o1
CCOc1cc(C=O)cc(I)c1OCC(=O)OC,CCNC(=O)Oc1c(I)cc(C=O)cc1OCC
CCOc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2Cc2ccccc2)cc1,CN(C)CCCCC1c2c(oc3ccccc3c2=O)C(=O)N1Cc1ccccc1
CC(=O)Oc1c(Br)cc(N(C(C)=O)S(=O)(=O)c2ccccc2)c2ccccc12,CC(=O)Oc1c(Br)cc(C)c2c(OCC[NH3+])cccc12
Cc1[nH]c2ccccc2c1C(=O)COC(=O)c1n[nH]c(=O)c2ccccc12,O=C(OCC(=O)N1CCCCCC1)c1n[nH]c(=O)c2ccccc12
