Before_opt_smiles,After_opt_smiles
COC(=O)NC(=O)c1c(NC(=O)c2ccccc2OC)sc(C)c1C,CCCC[I+]c1sc(C)c(C)c1C(=O)NC(=O)OC
CCOC(=O)C1=c2sc(=Cc3ccc(SC)cc3)c(=O)n2C(N)=C(C#N)C1c1ccc(SC)cc1,C=C1SC2=C(C(=O)SCC)C(c3ccc(SC)cc3)C(C#N)=C(N)N2/C1=C/CN(C)CCC
O=C(CSc1nnc(-c2ccncc2)o1)NCc1ccc2c(c1)OCO2,O=C(CC[12CH2]c1nnc(-c2ccncc2)o1)Nc1ccc(Cl)cc1
CCCc1nc2ccc(NC(=O)CCC(=O)OCC)cc2c(=O)n1Cc1ccc(Cl)cc1,CCCc1nc2ccc(NCc3ccc(F)cc3)cc2c(=O)n1Cc1ccc(Cl)cc1
C=CCOC(=O)N1c2ccc(O)cc2C2OC(C)(C)OC2C1CC(=O)OCC,CCOC(=O)CC1C2OC(C)(C)OC2c2cc(O)ccc2N1CC
O=C(COc1ccc(Cl)cc1Cl)NC(=S)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,O=C(NCCc1ccc(S(=O)(=O)[N+]2CCCCCC2)cc1)c1ccc(Br)cc1
COc1ccc2c(COC(=O)C3CC(=O)N(CCc4ccccc4)C3)cc(=O)oc2c1,O=C(OCCCCCCF)C1CC(=O)N(CCc2ccccc2)C1
O=C(COC(=O)c1cccc(N2C(=O)CCC2=O)c1)Nc1ccc2ccccc2c1,O=C([SH2+]CCCc1ccccc1)c1cccc(N2C(=O)CCC2=O)c1
CC(C)N1C(=O)SC(=Cc2ccc(C(=O)N3CCCCC3C(=O)O)cc2)C1=O,CCCCCc1ccc(C(=O)N2CCCCC2C(=O)O)cc1
O=C(NN=Cc1ccco1)c1cc(-c2cccc(OCc3ccccc3)c2)n[nH]1,CSc1cccc(CCCc2cc(C(=O)N/N=C/c3cccs3)[nH]n2)c1
COc1ccccc1N1CCN(CC(O)COc2ccc([N+](=O)[O-])cc2)CC1,CCCCCOC1=CCC(COc2ccc([N+](=O)[O-])cc2)CC1
Cc1ccc(C(=O)OCC(=O)NC2CC2)cc1NC(=O)c1ccco1,Cc1ccc(CCCC2=C[S-]c3ccccc32)cc1NC(=O)c1ccco1
COc1ccc(CC(=O)OC(C)C(=O)Nc2sccc2C#N)cc1F,C/C(=C\SO[C@H](C)C(=O)Nc1sccc1C#N)c1ccc(C)cc1
CCOc1ccc2[nH]c(=O)c(C(c3nnnn3C3CCCC3)N3CCc4ccccc43)cc2c1,CCCCN1CCC2C(CC(N3CCc4ccccc43)C3=NN=N[SH]32)C1
O=C(Nc1nnc(C2CC2)s1)C1CCCCN1S(=O)(=O)c1ccccc1,O=S(=O)(c1ccccc1)N1CCCCC1CCCCc1ccccc1
CCOC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2c(NC(=O)c3ccc(Cl)cc3Cl)scc12,CCCCC[PH2]c1scc2c(C(=O)OCC)nn(-c3ccc(Cl)cc3)c(=O)c12
CCOC(=O)C1CCN(C(=O)CN2C(=O)NC3(CCCc4sccc43)C2=O)CC1,O=C1NC2(CCCc3sccc32)C(=O)N1CCCCCCc1ccccc1
CCCN(CC(=O)Nc1nc(CC(=O)N2CCN(c3ccccc3C)CC2)cs1)C(=O)c1ccc(Cl)cc1,Cc1ccccc1N1CCN(C(=O)Cc2csc(CCc3ccc(F)c(Br)c3)n2)CC1
Cc1ccccc1N1C(N)=C(C#N)C(c2ccc3c(c2)OCO3)C2=C1CCCC2=O,CCCOC1=CC=C2CCCC3=C2C1C(C#N)=C(N)N3c1ccccc1C
CCOc1ccccc1NC(=O)CC1C(=O)NCCN1C(=O)c1ccc(F)cc1,O=C(c1ccc(F)cc1)N1CCNC(=S)C1CNc1cccc(Cl)c1
COc1ccc(NC(=O)ON=C(N)c2ccc3c(c2)C=CC(C)(C)O3)cc1,CCCCCCCC/N=C(\N)c1ccc2c(c1)C=CC(C)(C)O2
COc1ccc(C(=O)c2cn(CC(=O)Nc3ccc(F)cc3)c3ccc(OC)cc3c2=O)cc1,CCCCCCC[SH]1C=C(C(=O)c2ccc(OC)cc2)C(=O)c2cc(OC)ccc21
CCOC(=O)COc1ccccc1C=C(C#N)c1nc2ccc(C)cc2[nH]1,COc1ccc(-c2nc3ccc(C)cc3[nH]2)cc1
Cc1ccc(C(=O)NC(NC(=S)Nc2ccc(C(=O)O)cc2)C(Cl)(Cl)Cl)cc1,CCCCCCC[NH2+][C@H](NC(=O)c1ccc(C)cc1)C(C)(Cl)Cl
N#CCOC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1,CCC[SH2+]c1cccc(C(=O)OCC#N)c1
Cc1ccc(NC(=O)COC(=O)C=Cc2ccccc2[N+](=O)[O-])c(Cl)c1,O=C(/C=C/c1ccccc1[N+](=O)[O-])[NH+]1CCN(c2ccc3c(c2)CCC3)CC1
O=C(NCCO)C1=CC(Oc2ccccc2I)C(O)C(NCc2ccc(Cl)cc2Cl)C1,O=C(NCCO)C1=CC(Oc2ccccc2I)C(O)C(OCCCc2ccccc2)C1
COc1cc(N)c(Cl)cc1C(=O)OCC(=O)NC1CCCCC1C,C=C/C(=C\COCC(=O)NC1CCCCC1C)c1ccccc1
COc1cc(C2[NH2+]CC(c3ccc([N+](=O)[O-])cc3)O2)ccc1O,O=C(O)c1ccc(C2CNC(c3ccc(Cl)cc3)O2)cc1
N#Cc1ccccc1OCC(=O)NNC(=O)c1ccc(Cl)cc1,N#Cc1ccccc1OCC(=O)NC(=S)C[S-]c1ccccc1Cl
COc1ccc(-c2coc3c2c(C)cc2oc(=O)c(CC(=O)O)c(C)c23)cc1,Cc1cc2oc(=O)c(CC(=O)O)c(C)c2c2occ(CCc3ccccc3)c12
O=C(O)c1ccccc1C1C2C(=O)N(c3ccc(Cl)cc3)C(=O)C2ON1c1ccccc1,O=C1C2ON(c3ccccc3)C(c3ccccc3)C2CN1c1ccc(Cl)cc1
N#Cc1c(NC(=O)COC(=O)COc2ccc(Br)cc2)sc2c1CCCCC2,CCCCCCC(=O)COC(=O)COc1ccc(Br)cc1
N#Cc1ccsc1NC(=O)C1CCCN1S(=O)(=O)c1cccs1,O=S(=O)(c1cccs1)N1CCC[C@@H]1C(=S)CCc1ccc(Cl)cc1
Nc1nnc(SCC(=O)OCC(=O)c2ccccc2)s1,O=C(COC/C=C/c1ccc(Cl)c(Cl)c1)c1ccccc1
COc1cc(NC(=O)C2CC(=O)NC3=C2C(=O)CC(C)(C)C3)c(OC)cc1Cl,CN(C)CCC[N+]1=CC2CC(=O)NC3=CC(C)(C)CC(=C1)C32
Cc1ccc(C2=NOC(C(=O)NC(Cc3ccccc3)C(=O)O)C2)cc1,O=C(/C=C/c1ccc(Cl)cc1)NC(Cc1ccccc1)C(=O)O
N#Cc1c(NC(=O)CN2C(=O)C3CC=C(Cl)CC3C2=O)sc2c1CCCCC2,CCCCCNC(=O)CN1C(=O)C2CC=C(Cl)CC2C1=O
CC(OC(=O)C=Cc1c(Cl)nc2ccccn12)C(=O)Nc1cccc(C#N)c1,Cc1ccccc1CC/C=C(Cl)/C=C/c1c(Cl)nc2ccccn12
CCOc1cccc(N(C(=O)Cn2nnc3ccccc32)C(C(=O)NC(C)(C)C)c2cccc(OC)c2)c1,CCOc1cccc([C@H](C)C(=O)Cn2nnc3ccccc32)c1
CCOC(=O)C1CCCN(C(=O)CSc2nnnn2-c2cc(C)ccc2C)C1,CCSc1nnnn1-c1cc(-c2ccc(Cl)cc2)ccc1C
COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c(Cl)c1Cl,O=S(=O)(c1ccc([S-]CCc2ccc(Cl)cc2)cc1)N1CCCCC1
O=C(c1ccco1)c1noc(-c2ccc(Br)cc2)c1S(=O)(=O)c1ccccc1,Cc1c(C(=O)c2ccco2)noc1-c1ccc(Br)cc1
CC(=O)C1=C(C)Oc2ncn3nc(-c4ccccc4N)nc3c2C1c1ccccc1,CC[C@@H](C)C1=N[SH]2C=NC3=C(C2=N1)C(c1ccccc1)C(C(C)=O)=C(C)O3
COCCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(C)cc1C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCC[C@H](CC(=O)NCc1ccc(F)cc1)C(=O)Nc1ccc(Cl)c(Cl)c1
CCCCN1C(=O)c2ccc(C(=O)OCc3cccc(C#N)c3)cc2C1=O,CCCCN1C(=O)c2ccc(CSCc3ccccc3)cc2C1=O
COc1ccc(CCN2C(=O)C(NC(=O)c3ccco3)(C(F)(F)F)C3=C2CC(C)(C)CC3=O)cc1,CCCCCCCN1C(=O)C(NC(=O)c2cccs2)C2=C1CC(C)(C)CC2=O
COc1ccc(CC(=O)NC(=S)NNC(=O)COc2ccc(C(C)C)cc2)cc1,CC(C)c1ccc(SCC(=S)S[N+]2CCN(c3ccccc3)CC2)cc1
Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2csnn2)c2ccccc2C)o1,C/C=C/N(C(=O)c1csnn1)c1ccc(Cl)cc1
COc1ccc(CNC(=O)CCSc2nc(-c3ccco3)cc(C(F)(F)F)n2)cc1OC,[H]C(C)(F)c1cc(-c2ccco2)nc(SCc2ccc(F)cc2)n1
COc1ccc(C)cc1N(CC(=O)NC1CCCCC1)C(=O)CNC(=O)c1cccs1,CCN(CC(=O)NC1CCCCC1)c1cc(C)ccc1OC
O=CC(=CNc1ccc(C(=O)O)cc1)c1nc2ccccc2o1,O=C/C(=C\CCOc1ccccc1Br)c1nc2ccccc2s1
COc1ccc(O)c(C(=O)OCc2cc(=O)n3ccsc3n2)c1,O=c1cc(COCCCc2ccccc2)nc2sccn12
COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4cc(OC)ccc4OC)cc3N2)cc1,COc1ccc([C@H]2C[C@@H](C(F)(F)F)n3nc(SCc4ccccc4)cc3N2)cc1
N#Cc1ccccc1-c1ccc(C=NNC(=O)c2ccncc2)o1,N#Cc1ccccc1-c1ccc(/C=C/C=C/c2ccccc2)o1
NS(=O)(=O)c1ccc(CNC(=O)c2ccccc2Cl)cc1,O=C(NCSCc1ccc(Cl)c(Cl)c1)c1ccccc1Cl
COc1ccc(N(CC(=O)N2CCN(c3ccc(F)cc3)CC2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1,CCc1ccc(N(C)[SH](=O)(CCC(=O)Nc2ccccc2F)c2ccc(OC)c(OC)c2)cc1
CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc(COc2ccccc2Br)c(C)cc1C,CCCCCc1cc(COc2ccccc2Br)c(C)cc1C
CCCc1cc2c(=O)n(C(C)C(=O)NN=C(C)c3ccc4c(c3)OCCO4)cnc2s1,CCCCCCCCN(C=O)/N=C(\C)c1ccc2c(c1)OCCO2
Cc1cccc(Nc2nnc(SCC(=O)NC(C)(C#N)C(C)C)s2)c1,C[S-]c1ccc(CSc2nnc(Nc3cccc(C)c3)s2)cc1
CSc1cc(Cl)c(C)cc1S(=O)(=O)NC(=O)NNc1ccc(F)c(Cl)c1,COc1ccc(OC(=S)NNc2ccc(F)c(Cl)c2)cc1
NC(=O)CSc1sc(=S)sc1SCC(N)=O,CCCCSc1sc(=S)sc1SCC(N)=O
O=C(NN=Cc1c[nH]c2ccccc12)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCCCCNC(=O)C(=O)Nc1ccc(Cl)c(Cl)c1
CC(=O)NC1C(Oc2ccccc2)OC2COC(C)(C)OC2C1O,CCCOC1OC2COC(C)(C)OC2C(O)C1NC(C)=O
CCN(CC)S(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc3ccccc3c2)cc1,CCCCCC[NH+](C)CCC(=O)COC(=O)c1ccc2ccccc2c1
COC(=O)c1sccc1S(=O)(=O)N1CCC(c2nccn2Cc2csc(C)n2)CC1,Cc1nc(Cn2ccnc2C2CCN(Cc3ccccc3)CC2)cs1
CCOC(=O)c1cc(-c2csc(C3CCN(C(=O)c4ccc(C)nc4Cl)CC3)n2)on1,Cc1ccc(C(=O)N2CCC(B/N=C/c3cccc(Br)c3)CC2)c(Cl)c1
