SMILES,act_score
Cc1ccc(-c2cc(C)c(C)c(C(=O)Nc3c(C)cc(C(=O)O)cc3C)c2)cc1C=O,0.9853109
Cc1ccc(CC2CCc3scc(C(=O)NC(C)c4c(C)cc(C(=O)O)cc4C)c32)c(C)c1,0.99847
CCC(C)c1sc(-c2ccc3c(c2)cc(F)n3C)cc1NCc1cccc(Cl)c1,0.93585527
CCn1c2ccccc2c2cc(C3=Nc4ccc(C(=O)O)cc4[S-]3)ccc21,0.85546964
O=C1C(=O)N(Cc2ccc(-c3ccccc3)cc2)N=C1Cc1ccc(C(=O)O)cc1,0.26518527
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(C(C)(F)F)cc2)sc1C,0.9992811
CC(NC(=O)C1=CCCN1c1ccc(C(C)(C)C)cc1)c1ccc(C(N)=O)cc1,0.13976115
Cc1cccc(-c2cc(C(=O)Nc3c(C)cc(C(=O)O)c(C)c3C)c(C)c(C)n2)c1,0.99347067
Cc1cc(-c2ccc(C(F)(F)F)cc2)nc(C(=O)Nc2c(C)cc(C(=O)O)cc2C)c1C,0.9897396
CCn1c2ccccc2c2cc(-c3nc4cc(C(=O)O)ccc4n3CC3CC3)ccc21,0.95928174
Cc1cc(CNc2c(C)cc(C(=O)O)cc2C)ccc1Oc1ccc(OF)c(F)c1,0.9905856
Cc1cc(-c2cc(CNc3c(C)cc(C(=O)O)cc3C)c(C)s2)ccc1O,0.99707115
CSc1ccc2cc(C)c(C(=O)Nc3c(C)cc(C(=O)O)c(C)c3C)nc2c1,0.18541442
CCn1c2ccccc2c2cc(-c3nc4cc(C(=O)O)ccc4n3CCOC)ccc21,0.80479366
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)N1CCSC1c1ccc2ccccc2c1,0.9920139
CC(=O)Nc1cccc(-c2csc3nc4n(c(=O)c23)Cc2c(sc3c(Cl)cccc23)C4)c1,0.009292459
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1sc(-c2cccc(Cl)c2Br)nc1C,0.94428015
CCn1c2ccccc2c2cc(-c3nc4c(C)c(C(=O)O)ccc4n3CC3CC3)ccc21,0.95192426
Cc1cc(-c2ccc(Cl)cc2)ccc1C(=O)Nc1ccc(C(=O)O)cc1Cl,0.9560737
COc1ccc(-c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1c(C)cc(C(F)(F)F)cc1C,0.5310596
CCCn1c(C(=O)Nc2c(C)ccc(C(=O)O)c2C)cc2c(C)c(C(=O)O)ccc21,0.9841464
Cc1cc(C(=O)O)ccc1NC(=O)C1C=C(c2ccc(C(C)(C)C)cc2)c2ccccc21,0.9859737
Cc1cc(C(=O)O)cc(C)c1NCc1cc(Cc2cccc(Cl)c2)sc1Cl,0.99286157
Cc1cc(C(=O)O)cc(C)c1N(C)Cc1cc(-c2ccc(N)cc2)oc1Br,0.9891362
CCCn1c(-c2ccc3c(c2)c2ccccc2n3C)nc2cc(C(=O)O)ccc21,0.97803396
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(Cl)cc2)sc1Cl,0.99656916
Cc1cc(C(=O)O)cc(C)c1NC(=O)C1=C(C(=O)O)SC(c2cccc(Br)c2)C1,0.99467826
C[C@@H](NC(=O)c1cccc2sc(-c3ccc(C(F)(F)F)cc3)cc12)c1ccc(C(=O)O)cc1,0.9978974
Cc1cc(C(=O)O)cc(C)c1NCc1cc(-c2ccc(Cl)cc2)sc1Cl,0.99427515
CCc1cc(C)cc(-c2ccc(Cl)cc2C(=O)NC(C)c2ccc(C(=O)O)cc2)c1,0.9954853
CCn1c2ccccc2c2cc(-c3nc4cc(C(C)C(Cl)Cl)ccc4n3CCCl)ccc21,0.88228434
COC(=O)c1cc(C)c(NCc2sc(-c3ccc(C(F)(F)F)cc3)nc2Cl)c(C)c1,0.8074604
CCn1c2ccccc2c2cc(-c3nc4c(C)c(C(=O)O)ccc4n3CCOC)ccc21,0.61609465
Cc1oc(-c2ccc(O)cc2F)cc1C(=O)Nc1ccc(OC(F)(F)F)cc1,0.9196969
CC(NC(=O)c1ccccc1OCc1ccc(C(F)(F)F)cc1)c1ccc(C(=O)O)cc1,0.9846709
O=C(O)c1ccc(-c2cc3cc4sc(C(=O)O)cc4cc3s2)cc1,0.93613267
Cc1cc(C(=O)O)cc(C)c1NCc1c(C)oc(CCc2ccccc2Br)c1C,0.9744416
Cc1ccccc1-c1cc(C)c2c(C)c(C(=O)Nc3c(C)ccc(C(N)=O)c3C)sc2c1,0.97173685
CCc1oc(-c2ccc(C(F)(F)F)cc2)cc1CNc1ccc(C(=O)O)cc1C,0.98524994
CCCn1c(-c2ccc3c(c2)CC(=O)N3CC)nc2cc(C(F)(F)F)ccc21,0.8807839
Cc1cc(-c2cccc(C(=O)O)c2)cc(Oc2ccc3oc4ccccc4c3c2)c1C,0.8441448
COc1ccc(-c2cc(CNc3c(C)cc(C(N)=O)cc3C)c(C)o2)cc1,0.88172555
Cc1cc(C(=O)O)ccc1Oc1cc(C)c(C)c2c1Cc1cc(CO)ccc1-2,0.8339326
Oc1cccc2cc(NCC3=CC(Cc4cccc(Cl)c4)c4ccccc43)ccc12,0.51130337
Cc1cc(N2CCC(F)C(F)C2)nc(C(=O)Nc2c(C)cc(C(=O)O)cc2C)c1C,0.9888946
CC(NC(=O)c1ccccc1CCc1cccc(F)c1)c1ccc(C(=O)O)cc1,0.9844906
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)c1cccc2c1N(Cc1ccc(F)cc1)CC2,0.9986094
Cc1c(C(=O)O)ccc2c1Cc1c(-c3ccc(C(=O)O)cc3)cc(Br)cc1-2,0.96850854
CCCn1c2ccccc2c2cc(-c3nc4cc(C(=O)O)ccc4n3CC3CC3)ccc21,0.95310223
Cc1ccn(Cc2ccc(C(F)(F)F)cc2)c1CC(=O)NC(C)c1ccc(C(=O)O)cc1,0.98778975
Cc1cc2c(C)c(-c3ccc(C(O)(F)F)cc3)oc2cc1NC(=O)Cc1cccc(Cl)c1,0.75786835
Cc1cc(C(=O)O)cc(C)c1NCc1cc(-c2ccc(C(F)(F)F)cc2)oc1Cl,0.98364
O=C(O)c1cccc(CNc2cccc3sc(-c4ccc(C(F)(F)F)cc4)cc23)c1,0.99361426
Cc1ccc2cc(NC(=O)c3sc4ccccc4c3/C=C/c3ccccc3)c(C)cc2c1,0.6633357
Cc1cc(OC(C)C)ccc1C1=Nc2ccc(C(=O)O)cc2C1=O,0.1255882
CCc1cc(C(F)(F)F)ccc1NC(=O)c1cc2ccc(C(=O)O)cc2cc1C,0.96187884
CCCn1c2ccccc2c2cc(-c3nc4cc(C(=O)O)ccc4n3CC3CC3)ccc21,0.90612596
Cc1cc(C(=O)O)cc(C)c1NCC1=C2CCCCC2C(c2ccc(C(C)C)cc2)=C1,0.9033197
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(N)cc2)sc1C,0.997758
CCn1c2ccccc2c2ccc(-c3cccc(C(=O)Nc4ccc(C(=O)O)cc4)c3)cc21,0.96716124
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(F)cc2)c(C)s1,0.99917823
CC(NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1,0.9833112
CCn1c2ccccc2c2cc(-c3nc4cc(C(=O)O)ccc4n3CCOC)ccc21,0.90342796
CCn1c(CNc2c(C)cc(C(=O)O)cc2C)nc2ccc(C(F)(F)F)cc21,0.9556383
Cc1cc2c(c(C(=O)NC(C)c3c(C)cc(C(=O)O)cc3C)c1)C=C(c1cccc(Br)c1)[S-]2,0.99891794
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2,0.99487793
CC(NC(=O)c1cccc2oc(-c3ccc(F)c(Cl)c3)cc12)c1c(F)cc(F)cc1F,0.729285
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1c(C)sc2c1CCC(c1ccc(F)cc1)C2,0.99987257
Cc1cc(C(=O)O)cc(C)c1NCc1sc(-c2cccc(Br)c2)nc1C,0.9575706
CNC(=O)c1ccc(C)c(CCc2sc3c(C)c(C(=O)O)ccc3c2C(=O)OC)c1C,0.9951379
Cc1ccc(-c2cc3c(C(=O)NC(C)c4ccc(C(=O)O)cc4C)cccc3s2)cc1,0.9975925
Cc1ccc2c(c1)c(C(=O)Nc1ccc(C(=O)O)cc1C)cn2-c1ccc(C(O)(F)F)cc1,0.99691004
Cc1sc2c3c(ccc2c1Cc1c(-c2cccc(C(=O)O)c2)cn(C)c1O)CCO3,0.7892338
CC(C)c1cccc(N2CCc3cccc(C(=O)NC(C)c4ccc(CO)cc4)c3C2=O)c1,0.5655364
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)c1cccc2c1N(Cc1cccc(Br)c1)CC2,0.99674535
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)sc1C,0.9992741
Cc1cc(C(=O)O)ccc1-c1ccc2c(C=O)c(-c3ccc4sncc4c3)sc2c1,0.851566
Cc1cc(-c2ccc(C(=O)O)cc2)cc2c1Oc1cc(OC(F)(F)F)cc(Cl)c1C2,0.77341574
CC(NC(=O)c1ccccc1C(=O)Nc1ccc(F)c(F)c1)c1ccc(C(F)(F)Cl)cc1,0.46683794
Cc1cc(C(=O)O)cc(C)c1NCc1cc(-c2cc3ccccc3s2)sc1C,0.9938187
Cc1ccccc1-c1cc(Cl)c2c(c1)[S-]C(c1ccc(C(=O)O)cc1)=N2,0.9023159
CC1=NC(c2ccc(C(C)(F)F)cc2)=CC1C(=O)Nc1c(C)cc(C(=O)O)cc1C,0.9910172
Cc1cc(-c2ccc(-c3ccccc3C)cc2)c(C)cc1NC(C)c1ccc(Cl)cc1,0.3058201
Cc1cc2c(OCC#N)cccc2cc1C(=O)Nc1c(C)cc(C(=O)O)cc1C,0.90892
Cc1cc(C(=O)O)cc(C)c1NCc1sc2c(ccc3cc(Cl)ccc32)c1Cl,0.9971942
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)c1cccc2ccc(-c3ccc(Cl)cc3)nc12,0.9697407
COc1ccc(-c2cc(C)c(C)c(C(=O)Nc3c(C)cc(C(=O)O)cc3C)n2)cc1,0.90942794
CCCn1c(-c2ccc3c(c2)c2ccccc2n3CC)nc2c(C)c(C(=O)O)ccc21,0.93303347
CCCn1c(-c2ccc3c(c2)c2ccccc2n3CC)nc2c(Cl)c(C(=O)NC)ccc21,0.55475307
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(OC(F)F)cc2)c2ccccc2c1,0.9930478
Cc1ccc2cc(C(=O)O)c(C)c(CNc3c(C)cc(C(=O)O)c(C)c3C)c2c1,0.4930751
CC(NC1=C2C=CC=CC2C(c2ccc(O)cc2)S1)c1ccc(C(=O)Cl)cc1,0.4225852
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1sc(C(C)c2ccccc2)nc1C,0.96844804
Cc1cc(Oc2ccc(C(F)(F)F)cc2)c2cc(S(=O)(=O)c3ccc(C(=O)O)cc3)sc2c1,0.18895602
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)c1cccc2c1N(Cc1ccc(C(C)(C)C)cc1)CC2,0.99648356
Cc1cc(C(=O)O)cc(C)c1NCc1c(Cl)ccn1CCCc1ccccc1,0.81133175
O=C(O)c1ccc2c(Cc3cc(-c4ccc(CO)cc4)ccc3Br)cccc2c1,0.8992486
Cc1ccc(-c2ccc(F)cc2)nc1C(=O)Nc1c(C)cc(C(=O)O)cc1C,0.96922797
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(F)cc2)ccc1CF,0.9947143
Cc1cc(-c2ccc(C(C)(C)C)cc2)cnc1-c1c(C)cc(C(=O)O)cc1C,0.602178
Cc1cc(C(=O)O)ccc1C(C)NC(=O)c1cscc1-c1ccc(OC(F)Cl)cc1,0.9982528
CCCn1c(-c2ccc3c(c2)c2ccccc2n3CC)nc2c(C)c(C(=O)NC)ccc21,0.6301055
Cc1cc(C(=O)O)cc(C)c1NCc1cc(-c2ccc(C(C)(F)F)c(Br)c2)sc1C,0.9978599
CC(NC1C=C2C=C(F)C(F)=CC2c2ccc(Cl)cc21)c1ccc(C(=O)O)cc1,0.85042477
Cc1ccc(Cc2c(C)sc3cccc(C(=O)NC(C)c4ccc(C(=O)O)cc4)c23)c(Br)c1,0.99949
O=C(O)c1ccc(-c2cc(Cl)cc(-c3ccc(-c4cccc(Cl)c4)o3)c2)c(F)c1,0.6843719
CC(NC(=O)c1ccccc1OC(C)c1ccc(N)cc1)c1ccc(C(=O)O)cc1,0.8839319
Cc1cc(C(=O)O)cc(C)c1NCc1cc(-c2ccc(F)cc2Br)sc1C,0.9967416
CCc1cc2c(c(C)c1NCc1ccc(C(=O)O)cc1C)O/C(=C/C(=O)Cl)C2,0.8926476
CC(NC(=O)c1ccccc1OCc1ccc(C(F)(F)F)cc1)c1ccc(C(=O)O)cc1,0.98150426
CC(=O)c1cc(C)c(C(C)NC(=O)Nc2nc(-c3ccc(O)cc3)ccc2C)c(C)c1,0.47187454
COc1ccc(-c2nc(C)c(CNc3c(C)cc(C(=O)O)cc3C)s2)cc1,0.80042124
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)c1ccccc1N1CCc2cc(O)ccc2C1,0.9700862
Cc1cc(C(=O)O)ccc1NC(=O)c1cn(-c2ccc(C(C)(C)C)cc2)c2ccc(Cl)cc12,0.96324986
CC(NC(=O)c1c(Cc2cccc(C(C)(F)F)c2)sc2c1CCOC2)c1ccc(C(=O)O)cc1,0.9994822
CCn1c2ccccc2c2cc(-c3nc4c(C)c(C(=O)O)ccc4n3CCOC)ccc21,0.9340478
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1c(C)sc2cc3cc(O)ccc3cc12,0.999273
Cc1oc(-c2ccc(C(F)(F)F)cc2)cc1CNc1ccc(C(=O)O)cc1,0.9767876
Cc1cc(C(=O)O)ccc1C(C)NC(=O)c1cc(Cl)ccc1Cc1ccc(C(C)(F)F)cc1,0.99276567
O=C(O)c1ccc(NS(=O)(=O)c2cccc3oc(-c4ccc(OC(F)(F)F)cc4)cc23)cc1,0.9619417
CN1C(=O)Cc2cc(C3=Nc4ccc(C(=O)O)cc4C3=O)ccc21,0.089141406
Cc1cc(C(=O)O)ccc1C(C)NNCc1cc(-c2ccc3c(F)cccc3c2)ccc1F,0.9744587
CCn1c2ccccc2c2cc(-c3nc4cc(C(=O)O)ccc4n3C(=O)C3CC3)ccc21,0.9458324
O=C(c1cccc(Oc2ccc(F)cc2)c1)c1nc(-c2ccc(C(F)(F)Cl)cc2)cs1,0.18108353
O=C(O)c1ccc(Cn2ccc3c2-c2sc(-c4ccc(C(F)(F)F)cc4)cc2CC3)cc1,0.9871567
Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2ccc(C(C)(C)C)cc2)oc1Cl,0.97751606
CCn1c2ccccc2c2cc(-c3nc4cc(C(=O)O)ccc4n3CCOC)ccc21,0.9273862
Cc1cc2c(c(C(=O)NC(C)c3ccc(C(=O)O)cc3C)c1)C1=C(C2)Cc2c(ccc(F)c2Cl)C1,0.9841548
CC(NC(=O)c1cccc2oc3cc(C(F)(F)F)ccc3c12)c1ccc(C(=O)Cl)cc1,0.6656623
CCc1oc(-c2ccccc2Br)cc1CNc1c(C)cc(C(=O)O)cc1C,0.9856505
CC1=NC(c2ccc(C)cc2)C=C1C(=O)Nc1c(C)cc(C(=O)O)cc1C,0.98125136
CC(NC(=O)c1ccccc1OCc1ccc(O)cc1)c1ccc(C(=O)O)cc1,0.9705084
Cc1ccc2oc(-c3ccccc3C(=O)NC(C)c3c(C)cc(C(=O)O)cc3C)cc2c1,0.9971745
CCCC(Cc1ccc2c3ccccc3n(CC)c2c1)NC(=O)c1cc(C(=O)O)cs1,0.5792562
O=C(NNS(=O)(=O)c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccc(F)cc2)cc1,0.12353875
Cc1cc(C(=O)O)cc(C)c1NCc1cc(-c2ccc(C(C)(F)F)cc2)oc1C,0.9813592
Cc1cc(C(=O)O)cc(C)c1NCc1cc(-c2ccc(Cl)cc2)sc1C,0.99356693
CC1=C(COc2ccc(F)cc2)[S-]C(COc2ccc(C(=O)O)cc2)=C1Cl,0.95585036
Cc1cc(C(=O)O)ccc1C(C)N/N=C/c1cc(-c2ccc(O)cc2)cs1,0.9081276
COC(=O)c1ccc(-c2ccc(-c3cc(-c4ccc(C(F)(F)F)cc4)oc3C)c(C)c2)cc1,0.8801099
O=C(O)c1cccc(NC(=O)c2cccc3sc(-c4ccc(C(F)(F)F)cc4)cc23)c1,0.99520385
CCCCc1ccc(C)c(CNc2c(C)cc(C(=O)O)cc2C)c1C,0.5761543
CCCn1c(C(=O)Nc2c(C)cc(C(=O)O)cc2C)cc2cc(C(N)=O)ccc21,0.91182214
COC(=O)c1ccc(NC(=O)c2cn(CCc3ccccc3F)c(C)c2C)cc1,0.8762934
O=C(O)c1ccc(NCc2cn(-c3ccc(O)cc3)c3c2CCCC3)cc1,0.59705734
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)c1cccc2c1N(Cc1ccc(O)c(Cl)c1)CC2,0.9826347
Cc1cc(C(=O)O)cc(C)c1C(C)NC(=O)C1=C(c2ccc(C(F)(F)F)cc2)N=CC1,0.8338894
Cc1cc2c(cc1NC(=O)c1c(C)cc(C(=O)O)cc1C)-c1cc(Cl)c(Cl)cc1C2,0.98712176
Cc1ccc(-c2ccc(O)cc2)nc1C(=O)Nc1c(C)cc(C(=O)O)cc1C,0.9629868
Cc1oc2cc(-c3cccc(Cl)c3)ccc2c1-c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,0.4467152
COC(=O)c1ccc2cc(-c3cc(-c4ccc(S(N)(=O)=O)cc4)cs3)sc2c1,0.7601707
CC(NC(=O)c1cccc2ccn(Cc3ccc(F)c(F)c3)c12)c1ccc(C(=O)O)cc1,0.99544394
O=C(O)c1cccc(-c2csc(C3=C[S-]C(c4ccc(F)cc4F)=N3)c2)c1,0.944245
CC(NC(=O)Cc1cc(-c2ccc(C(F)(F)F)cc2)sc1Cl)c1ccc(C(N)=O)cc1,0.88284343
O=C(O)c1cccc(-c2cc(-c3cccc(Oc4ccc(F)cc4)c3)cs2)c1,0.87345433
CC(NC(=O)c1cccc2ccc(-c3ccc(C=O)cc3)cc12)c1ccc(C(=O)O)cc1,0.8681333
