HBD,SMILES
3.0,CCC(=O)Oc1ccc(CNC(=S)NC(=O)Nc2ccc(C)cc2)cc1
3.0,CCc1ccc(NC(=O)C(=O)N/N=C/c2ccc(NC(C)=O)cc2)cc1
3.0,O=C(CCCc1ccccc1)NCNC(=S)Nc1ccccc1
3.0,CC(CCCCNCc1cccc(Cl)c1)(NC(N)=O)c1ccccc1
2.0,CCc1ccc(C(=O)Nc2ncc(-c3nnc(N)o3)s2)cc1
2.0,Cc1ccc(Br)cc1CCCC(=O)N/N=C/c1cnc2ccccc2c1O
2.0,CCCCCNC(=[SH+])Nc1ccc(OC)cc1
2.0,COc1ccc(-c2cc(SC(C)C(=O)Nc3ccccc3)n[nH]2)cc1
1.0,Cc1cccc(NC(=O)COC(=O)CCC(=O)c2ccc(Cl)cc2Cl)c1
3.0,Cc1ccc2cc(/C=N/NC(=S)NC(=O)O)ccc2c1C
1.0,O=C(O)CCc1ccc(Oc2cccc(Cl)c2)cc1
1.0,COc1ccc(NC(=O)C(C)Oc2ccc(Cl)cc2Cl)cc1OC
2.0,O=S(=O)(NNc1cccc(I)c1)c1ccccc1
1.0,O=C(CNC(=O)COc1ccccc1Br)COc1ccccc1[N+](=O)[O-]
2.0,Cc1cc(C)cc(NC(=[SH+])NC(=O)COc2ccc(Cl)cc2Cl)c1
1.0,CCOc1ccccc1OCCOCCNC(=O)c1ccccc1
3.0,O=C(COC1=CC=C2C=CCC=C2C1)NNC(=S)Nc1cccc(F)c1
3.0,NC(=O)c1ccc(NC(=O)c2ccc(O)cc2)cc1
3.0,C/N=C(\NC)c1ccc(NC(=O)c2cc(-c3ccc4ccccc4c3)c[nH]2)cc1
3.0,O=C(/C=C/c1ccc(Br)cc1)NNC(=O)c1cc(Cl)ccc1O
3.0,CCCNNC/C=N\CCN
2.0,O=C(COCC(=O)Nc1ccccc1)N/N=C/c1ccccc1
1.0,c1ccc(CNc2nnc(N3CCCCCC3)s2)cc1
2.0,COc1ccc(NC(=[OH+])Nc2cccc(F)c2)cc1
2.0,CCCc1ccc(NC(=S)NC(=O)c2ccccc2F)cc1
1.0,COc1ccc(/C=C/c2nnc(Nc3cccc(OC)c3)o2)cc1
2.0,CC(C#N)C(=O)NCC(=O)NCc1ccc([N+](=O)[O-])cc1
2.0,O=C(Nc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1cc2c(c(=O)o1)=CCC=2
2.0,O=C(CCOc1ccc(Br)cc1Br)NCC(=O)Nc1ccc([N+](=O)[O-])cc1
2.0,Cc1ccc(OCC(=O)NNC(=O)COc2ccccc2Br)cc1
3.0,O=C(NNC(=O)c1ccc(Br)cc1)Nc1nc2ccccc2s1
2.0,Cc1coc(CCNC(=S)NC(=O)C2=CCS(=O)(=O)O2)c1
2.0,O=C(NCc1ccccc1)NOC(=O)CCOc1cccc(Br)c1
2.0,NC(=O)COc1ccc(NC(=O)c2ccccc2)cc1
1.0,CCCN1/C(=N\C(=S)NC(=O)/C=C/c2ccc(C)o2)[S-]c2cc(Br)ccc21
2.0,O=C(CCOc1ccccc1Cl)NCC(=O)N/N=C/c1cccc(Cl)c1
1.0,N#Cc1nccc(Nc2ccccc2)c1-c1ccccc1
2.0,Oc1cc(Br)ccc1CNCCOc1ccc(Br)c(Cl)c1
2.0,Cc1ccc(C)c(NC(=O)CCc2ccccc2O)c1
1.0,Clc1ccccc1/C=C/CNCc1ccccc1
2.0,COc1cc(C)c(CNC(=[SH+])Nc2ccc(C)cc2)c(C)c1
3.0,C[NH+](C)/C(=N\Nc1n[nH]c(-c2ccccc2)n1)c1cccc(Cl)c1
1.0,CCOC(=O)c1ccc(OCC(=O)Nc2ccccc2CC)cc1
2.0,O=C(CNc1cccc([N+](=O)[O-])c1)Nc1ccccc1
1.0,CC(C)CCCC(=O)NCc1ccccc1
2.0,CC(=O)c1cc(NC(=O)CNC(=O)c2cccc(Br)c2)ccc1Cl
2.0,O=C(COc1ccc(Br)c(F)c1)NC(=S)Nc1ccccc1F
2.0,OCOc1ccc(OCNCc2ccccc2)cc1
2.0,COc1ccc(NC(=O)CSc2nnc(NCc3ccccc3OC)s2)cc1
3.0,CCc1ccc(NC(=O)CCNC(=O)C2CCNCC2)cc1
1.0,C[C@H](C(=O)Nc1ccc(C(F)(F)F)cc1)c1ccc([N+](=O)[O-])cc1
2.0,COc1ccc(/C=N/NC(=O)C(C)Nc2ccc(C)cc2)cc1Cl
2.0,COc1ccc(-c2ccc(NC(C)C(=O)Nc3ccccc3C)cc2)cc1
2.0,Cc1ccc(NC(=O)CCC(=O)Nc2ccccc2C=O)cc1C
1.0,CC(=O)c1ccc(NC(=O)C[SH2]c2nnc(-c3ccccc3)o2)cc1
3.0,O=C(COc1ccccc1)NNC(=S)NCc1ccccc1
2.0,Cc1ccc(OCC(O)N/N=C/c2ccc(Br)cc2)cc1
2.0,CNC(=O)CCC(=O)N/N=C/c1ccc(Cl)c(Cl)c1Br
2.0,CCCNC(=O)NC(=O)COC(=O)COc1ccc(F)cc1OC
2.0,CCOc1ccc(/C=N/NC(=O)CCNC(=O)c2ccccc2Cl)cc1
2.0,Cc1cc(NC(=O)COc2ccc(C(N)=O)cc2C)no1
2.0,COc1ccc(C(=O)OCC(=O)NC(=S)Nc2ccccc2)cc1
2.0,COc1ccc(OCC(=O)NCc2nc3ccccc3[nH]2)cc1
2.0,CC(CCNC(=O)COc1ccc(F)cc1)C(N)=O
1.0,CNCc1ccc(C)nc1
1.0,COc1ccc(C(=O)N/N=C/c2ccc(Cl)cc2Br)cc1
2.0,COC1C=CC=C2C=C(CCC(=O)NNC(=O)c3ccc(Cl)cc3)C=CC21
2.0,Cc1ccc(NC(=O)CCC(=O)Nc2ccccc2Cl)cc1Cl
3.0,O=C(CNC(=O)c1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
1.0,Cc1cc(OCC(=O)NCCc2ccccc2)c(Br)cc1Br
2.0,O=C(COc1ccc(Cl)c(Cl)c1)NC(=O)Nc1ccccc1Br
1.0,O=C1CCc2cn3nc(-c4ccccc4)nc3nc2N1
2.0,O=C(COC(=S)NC(=O)c1ccccc1Cl)Nc1ccccc1
2.0,CC(NC(=O)c1cc2ccccc2[nH]1)c1cccc(Cl)c1
2.0,O=C(C[SH2+]CCNC(=O)c1ccccc1)Nc1nccs1
2.0,COc1ccc(NC(=O)CCCC(=O)Nc2ccc(F)cc2F)c(Cl)c1
2.0,CCCCC(=O)NC(=O)CCCC(=O)NCCc1ccco1
2.0,COc1cccc(/C(C)=C2/Cc3c(C)cc(O)c(C)c3NC2=O)c1
2.0,CCNC(=S)NCCCOc1ccc(Br)cc1Br
2.0,O=C(CCC(=O)Nc1ccccc1Cl)N/N=C/c1ccccc1[N+](=O)[O-]
3.0,O=C(Cc1ccccc1)Nc1cccc(NC(=[OH+])Nc2ccc(F)cc2)c1
2.0,COc1cc(C(=O)NNC(=O)COc2ccc(Br)cc2)ccc1Cl
2.0,COc1ccc(/C(C)=N/NC(=O)c2ccc(C)cc2O)cc1C
2.0,O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)NCCc1ccccc1
2.0,CCc1ccc(NC(=S)NC(=O)c2ccc(N(C)C)cc2)cc1
2.0,O=C(COc1ccccc1F)NC(=S)Nc1nc2ccccc2s1
3.0,COc1ccc(/C=C/C(=O)NNC(=O)C(=O)NC2CC2)cc1Br
3.0,O=C(NCSc1cccc2ccccc12)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
2.0,CCc1cccc(C)c1NC(=O)CCC(=O)Nc1ccccc1
2.0,O=C(CCC(=O)N1CCc2ccccc21)NNC(=O)Cc1ccccc1F
2.0,CC(C)c1ccc(CC(=O)C(=O)NNC(=O)c2cccc(Cl)c2Cl)cc1
2.0,COc1ccc(/C=C/C(=O)Nc2cccc(Cl)c2)cc1C(=O)O
1.0,CCNC(=O)C[S-]c1nnc(COc2ccc(Br)cc2Br)o1
2.0,Cc1cccc(/C=C/C(=O)NCC(=O)Nc2cccc([N+](=O)[O-])c2)c1
2.0,O=C(CC(=O)Nc1cccc(Cl)c1Cl)Nc1ccc(Cl)cc1Cl
2.0,CCC(C)NC(=O)NCCOc1ccc(OC)cc1
2.0,Cc1ccc(NC(=O)CCNC(=O)/C=C/c2ccccc2)cc1
1.0,COc1ccc(-c2ccccc2)cc1OCCNCCc1ccccc1
2.0,Cc1ccc(OC(C)C(=O)NNC(=O)c2ccc(Br)cc2)cc1
1.0,C[C@@H](Oc1ccc2ccccc2c1Cl)C(=O)N/N=C/c1ccc(F)c(F)c1
2.0,O=C(CNC(=O)c1cccs1)NC(=O)c1ccc([N+](=O)[O-])cc1
2.0,O=C(/C=C/c1ccc2c(c1)OCO2)NNC(=O)COc1ccccc1Br
2.0,O=C(NNC(=O)c1ccc(F)c(F)c1)c1ccc(Cl)cc1
1.0,CCCCCCCCCCCCO
2.0,COc1ccc(OCC(=O)Nc2ccccc2C(=O)O)c(Br)c1
2.0,COC(=O)c1cccc(C(=O)NC(=S)NCCCCc2ccccc2)c1
3.0,Oc1ccccc1/C=N/NC(=S)NCc1ccccc1
2.0,COc1cccc(C(=O)NCNC(=O)CCc2ccccc2)c1
2.0,CCOc1ccccc1C(=O)NNC(=S)CC(=O)c1ccc(Cl)cc1Cl
1.0,O=C(COc1ccccc1Cl)N/N=C/c1ccc(OC(F)F)cc1
2.0,CC(=O)c1ccc(C(=O)NNC(=O)c2ccc(OC(F)F)cc2)cc1
2.0,COc1ccc(/C=C/C(=O)OCC(=O)Nc2ccc(Br)cc2)c(OC)c1O
2.0,O=C(CNc1ccc([N+](=O)[O-])cc1)Nc1ccccc1
2.0,O=C(CCC(=O)Nc1ccc(Br)cc1)N/N=C/c1ccccc1Cl
1.0,O=C(O)/C=C/Cc1cc(-c2ccccc2F)co1
2.0,CCCCCCNC(=S)Nc1ccc(C(=O)N(C)CC)cc1
2.0,CC(C)c1ccc(NC(=O)CSc2nnc(C3CCCO3)n2N)cc1
2.0,COc1ccc(/C=N/NC(=O)C/N=C/c2cccc(O)c2)cc1
3.0,O=C(CSC1N=C(c2ccc(C(=O)O)cc2)C=[SH]1)Nc1ccccc1Cl
2.0,S=C(NCc1ccccc1)N/N=C/c1ccc(Br)cc1
2.0,O=C(CSCc1ccccc1)NNS(=O)(=O)C1CCCCC1
1.0,CCCCCC(=O)Nc1cc(=O)oc2cc(C)cc(C)c12
2.0,COc1ccccc1OCC(=O)NNc1cc(=O)oc2ccc(C)cc12
2.0,CC(/C=N/NC(=S)NCc1ccccc1)c1ccc(Br)cc1
2.0,C=CCCNC(=O)c1ccc(NC(=O)COc2ccc([N+](=O)[O-])cc2)cc1
1.0,COc1cccc(/C=N/NC(=O)COc2ccc(OC)cc2Br)c1
1.0,Cc1nnc(C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)o1
2.0,Cc1ccc(O)c(C(=O)N/N=C/c2ccccc2Cl)c1
2.0,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(NC(=O)c2cccc(F)c2)cc1
1.0,Cc1cc(Cl)ccc1NC(=O)c1ccc(-c2cccc(Cl)c2)cc1
2.0,O=C(NC1CCCC1)c1ccc(C(=O)[NH2+]/N=C/c2ccc(Br)cc2)cc1
1.0,Cc1ccc(COc2ccc(/C=C/C(N)=O)cc2)cc1
3.0,O=C(NNC(=S)NCc1nc2ccccc2s1)c1ccco1
1.0,CCc1ccc(-c2cn(NC(=O)C3CCCCC3)nn2)cc1
3.0,Nc1n[nH]c(NCc2ccccc2)n1
3.0,O=C(NNC(=S)NCCOc1cc(Cl)ccc1Br)c1ccccc1
2.0,S=C(NCc1ccc(Cl)c(Br)c1)Nc1ccccc1Cl
2.0,O=C(NCc1ccc(-n2cccc2)cc1)C(=O)Nc1ccccc1Br
2.0,O=C(COc1ccccc1Br)N[NH2+]C(=O)CCOc1ccccc1
2.0,O=C(/C=N/[NH+]Cc1ccco1)Nc1ccc([N+](=O)[O-])cc1
2.0,C/C(=N\NC(=O)c1ccccc1O)OC(=O)C1C=Cc2ccccc2C1
1.0,O=C(Nc1cc(I)ncn1)C1=CC=C2C=CCC=C2C1
3.0,COc1ccc(C(=O)N/N=C(\N)c2ccc(O)cc2OC)cc1Br
2.0,Cc1ccc(C)c(NC(=O)C(C)CNC(=O)c2ccccc2Cl)c1
2.0,O=C(/C=N/NC(=O)c1cccc(Br)c1)Nc1ccccc1Cl
2.0,O=C(CCc1ccccc1O[O-])NNC(=O)c1ccc(F)cc1
2.0,O=C(CNC(=O)c1cccc(F)c1)Nc1ccccc1[N+](=O)[O-]
2.0,O=C(COc1ccc(F)cc1)NC(=S)Nc1ccc2c(c1)OCO2
2.0,Cc1cccc(Cl)c1NC(=O)CCCCC(=O)N/N=C/c1ccccc1
2.0,COc1ccccc1OCC(=O)NN/C=C/c1ccc2c(c1)OCO2
3.0,COc1ccc(C(=O)NC(=O)NCC2=CN(C)c3cc(OC)ccc3N2)cc1
2.0,COc1ccc(/C=N/NC(=O)C(=O)Cn2c(C)n[nH]c2=O)cc1
2.0,O=C(Cc1nnc(-c2ccc(F)cc2)o1)NC(=O)Nc1cccnc1Cl
3.0,COc1ccc(CCC(=O)NNC(=S)NC(C)c2ccccc2)cc1
2.0,S=C(Nc1ccccc1Cl)Nc1cc(-c2ccco2)ccc1Cl
2.0,[SH+]=C(NCCCCCc1ccccc1)Nc1cccc(Cl)c1
2.0,CC(Cc1ccccc1)NC(=[SH+])NC(=O)c1ccc(Br)cc1
2.0,O=C(C/C=C/c1ccccc1)NNC(=O)COc1ccccc1Cl
2.0,O=C(CCC(=O)Nc1ccccc1Cl)Nc1cc(Cl)cc(Cl)c1
2.0,C[S+]c1ccc(NC(=S)NCc2ccco2)c([N+](=O)[O-])c1
2.0,Cc1ccc2c(c1)[S-]C(NC(=O)/C(O)=C/c1ccccc1)=N2
2.0,O=C(COc1ccc2nc[nH]c(=O)c2c1)Nc1ccc2c(c1)CCC2
2.0,Cc1cccc(C(ONC(=S)Nc2ccc(Cl)cc2C)C(C)C)c1
3.0,CCCC(=O)NNC(=S)[NH2+]/N=C/c1ccccc1
2.0,Cc1ccc(OCCNC(O)=S)cc1
2.0,COc1ccc(C(=O)N/N=C/c2ccc(OC)c(O)c2)cc1
2.0,CC(=O)[C@@H](CC(=O)Nc1ccccc1)NC(=O)COc1ccccc1
2.0,COc1ccc(/C=C/C(=O)N/N=C/c2nc3ccccc3[nH]2)cc1OC
3.0,O=C(COc1ccccc1)NNC(=S)NCCc1cccnc1
2.0,O=C(Cc1ccccc1Br)NCCCCOCO
1.0,CC(Oc1ccc2c(c1)N(C)CCO2)C(=O)OCC(=O)NC(=O)c1ccccc1Cl
2.0,O=C1/C(=C\c2ccc(O)cc2)Nc2cc(Cl)ccc21
2.0,O=C(Cc1ccc2c(c1)OCCO2)NCC(=O)Nc1ccc(Cl)cc1Cl
2.0,Cc1cc(Br)ccc1NC(=O)CCC(=O)N/N=C/c1ccccc1
2.0,O=C(COc1ccc(Br)c(Cl)c1)NNC(=O)c1ccc(Br)cc1
1.0,COc1ccccc1OCC(=O)Nc1cc2ccccc2nn1
2.0,Cc1cccc(C(=O)NNC(=O)CCCOc2ccccc2)c1
2.0,COc1ccc(OCC(=O)Nc2ccc3nc(C)[nH]c3c2)c(Br)c1
2.0,O=C(CNC(=O)CCC(=O)Nc1ccccc1F)Cc1ccccc1
3.0,Cc1ccc(NCCc2cccc(N)c2)c(O)c1
2.0,O=C(Cc1ccc2ccccc2c1)NCC(=O)Nc1ccccc1
2.0,O=C(/C=C/c1ccco1)NNC(=O)COc1ccc(Br)cc1Br
2.0,CCNC(=O)Nc1ccc(Br)c(C(=O)OC)c1
2.0,COc1ccc(OCC(=O)NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1
2.0,Cc1c(SCC(=O)NC(=S)Nc2cccc(Cl)c2)nn(C)c1C
2.0,CC(OC(=O)COc1ccc(Cl)c(Cl)c1)C(=O)NC(=O)c1ccc(O)cc1
2.0,COc1ccc(C(=O)[NH2+]/N=C/C(=O)Nc2cc3ccccc3s2)cc1
2.0,COc1ccc(OCC(=O)Nc2ccc(C(=O)[O-])c(O)c2)c(Br)c1
1.0,COc1ccc(C(=O)OCC(=O)NC(=O)c2ccoc2)cc1Cl
3.0,O=C(NCc1ccc2c(c1)OCCO2)Nc1ccccc1O
2.0,COc1ccc(Oc2csc(NC(=[SH+])NC(=O)c3ccccc3F)n2)cc1
2.0,Cc1ccc(NC(=S)NC/N=C/c2ccc(Br)o2)cc1[N+](=O)[O-]
2.0,CC(C)C[NH2+]CC(C)C(=O)Nc1occc1-c1ccccc1
1.0,CC1CCc2nc(NC(=O)COC(=O)c3ccc(Br)cc3)sc2C1
2.0,O=C(CCC(=O)Nc1ccccc1)N/N=C/c1ccc2c(c1)OCO2
2.0,O=C(C[NH2+]c1ccccc1)Nc1ccc(Cl)cc1
2.0,CCCC(=O)NC(=S)Nc1ccc(OCc2ccccc2)cc1
3.0,CCOc1ccc2cc(NC(=O)NNC(=O)c3ccc(OC)c(Cl)c3)cc(Cl)c2c1
2.0,C/C=C/CNC(=O)[C@H](C)NC(=O)COC(=O)c1ccc(Br)cc1
2.0,O=C(CC(C(=O)Nc1ccc(F)c(F)c1)c1ccccc1)Nc1ccc(F)cc1
2.0,Cc1ccc(Br)c(OCC(=O)N/N=C/c2cccc(C([NH3+])=O)c2)c1
2.0,O=C(CNC(=O)c1cccc(-c2ccccc2)c1)Nc1ccc2c(c1)OCO2
1.0,CCCCCCNC(=O)/C=C/c1ccc(OC)cc1
3.0,CC(=O)Nc1ccc(C(=O)NC(=S)Nc2ccccc2)cc1
2.0,COc1cccc(NC(=O)O[C@@H](C)C(=O)Nc2ccc(F)cc2)c1
2.0,COc1ccccc1NC(=S)NC(=O)COc1ccc(Br)cc1Br
1.0,CCCCCCNC
2.0,O=C(CNc1ccccc1Cl)NCc1ccc(F)cc1
1.0,Fc1ccc(COC2CC[NH2+]CC2)cc1
2.0,O=C(COc1ccc(Br)cc1)NC(=O)Nc1noc2c1CCC2
2.0,CC(=O)Oc1cccc(/C=C/C(=O)NC(=S)Nc2cccc([N+](=O)[O-])c2)c1
3.0,N#CCNC(=O)NC(=S)NC(=O)/C=C/c1ccccc1
2.0,COc1ccc(/C=C2\NN=C(Cn3cnc4cccc(Cl)c43)N2)cc1
2.0,CC(C(=O)NNCCc1cccc(Br)c1)c1ccc(Cl)cc1
2.0,O=C(COC(=O)CNC(=O)C1CC1)Nc1cccc(Br)c1
2.0,[NH3+]c1ccc(-c2nnc(NC(=O)COc3ccc(Cl)c([N+](=O)[O-])c3)o2)o1
2.0,Cc1ccccc1NC(=S)NC(=O)COc1ccc(Br)cc1
1.0,N#Cc1cccc(C2COC(c3ccc(Cl)cc3)CN2)c1
3.0,CC(CCc1ccccc1)NNC(=O)c1ccccc1O
2.0,Cc1ccc(OCCCNCC(C)O)cc1C
3.0,CCCC[NH2+]CC(=O)NC(=O)NC
2.0,O=C(NCCc1ccccc1)Nc1cc(Cl)ccc1Br
2.0,Fc1ccc(NC(=S)N/N=C/c2ccccc2)cc1F
1.0,O=C(N/N=C/c1ccc2cc(-c3ccccc3)c(=O)oc2c1)c1ccc(F)cc1
2.0,Cc1cccc(OCC(=O)NNC(=O)COc2ccc3c(c2)OCO3)c1Br
2.0,CCCCCC(=O)N/N=C/c1cnc(NCC)o1
1.0,COC(=O)c1cc(OCC(=O)Nc2ccccc2C)cc(-c2ccccc2)c1
1.0,COC(=O)C(CC(=O)Nc1ccc(C)cc1)SCc1ccccc1
1.0,COc1ccc(C(=O)NC(=O)COC(=O)c2ccccc2)cc1
1.0,C=CC(C)c1ccc(OCCC(C)C)cc1O
1.0,O=C(COc1cccc2ccccc12)N/N=C/c1ccco1
3.0,CC(=O)Nc1ccc(C(=O)N(C)C(=O)C(O)c2ccccc2O)cc1
1.0,O=C(COc1cccc([N+](=O)[O-])c1)N/N=C/c1nc(-c2ccc3c(c2)OCO3)cs1
1.0,CCC(=O)C1CCC(O)CC1
2.0,O=C(CCC(=O)[NH2+]/N=C/c1ccc(Br)cc1)Nc1ccccc1
2.0,COc1cc(NC(=S)NCc2ccc(Cl)cc2)cc2c1OCO2
3.0,CNC(=O)CNNC(=O)COc1ccc(OC)cc1Br
2.0,O=C(COc1ccc(Cl)cc1)NNc1cccc(Cl)c1[N+](=O)[O-]
3.0,CC(NNC(=O)CNCc1ccccc1Cl)c1ccccc1
2.0,COc1cc2cc([N+](=O)[O-])ccc2cc1C(=O)NNC(=O)c1ccccc1
2.0,COc1ccc(CCC(=O)NC(=S)N/N=C/c2ccc(Cl)cc2Cl)cc1
2.0,CCC(C)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)[nH]2)cc1
1.0,Cc1ccccc1OCCNC(=O)c1cc2ccc3ccccc3c2oc1=O
2.0,O=C(CCNC(=O)Nc1ccccc1)COc1ccccc1
3.0,O=C(CO)NC(C(=O)NCc1ccccc1)c1ccc(F)cc1
2.0,CC1=C[S-]C(NC(=O)CCC(=O)Nc2ccc(Br)cc2F)=C1
3.0,O=C(CCc1ccccc1)NNC(=S)Nc1ccc(-c2ccco2)cc1
2.0,Cc1nc(NC(=O)CC(=O)Nc2ccccc2Cl)sc1[N+](=O)[O-]
2.0,COc1cc2cc(CNC(=[S-])Nc3ccccc3)c(=O)oc2cc1OC
2.0,COc1ccc(CCC(=O)NC(=O)Nc2ccc(OC)cc2)cc1
1.0,Cc1ccc(OCC(=O)N/N=C/c2ccc3c(c2)OCO3)cc1
3.0,O=C(CCc1ccccc1)NNC(=S)Nc1nc2ccccc2s1
2.0,C=CCCNC(=O)CCC(=O)Nc1ccc(Br)cc1
2.0,O=C(COc1ccc(Br)cc1)NC(=[SH+])Nc1ccc(Br)cc1
2.0,[NH3+]C(=O)NCCCCCCCCOC1=CC=C2C=CCC=C2C1
3.0,O=C(NCC[C@@H]1Oc2ccc(Cl)cc2NC1=O)Nc1ccccc1Cl
2.0,COc1ccc(C(=O)Nc2n[nH]c(-c3cccc(OC)c3)n2)cc1
1.0,O=C(NCCOc1ccc(Br)cc1[N+](=O)[O-])c1ccc2ccccc2c1
2.0,Cc1[nH]c2c(C)cccc2c(=O)c1C(=O)NCCc1ccccc1
2.0,COc1ccc2cc(C(=O)Nc3cc(F)ccc3Cl)[nH]c2c1
2.0,O=C(O)CCCC(Sc1ccc2ccccc2c1)C(=O)O
1.0,COc1cccc(/C=C/C(=O)OCC(=O)Nc2ccc(C)cc2C)c1
2.0,Cc1ccc(Nc2ccc(/C=N/NC(=O)c3ccccc3)cc2)cc1
2.0,O=C(/C=C1/Sc2ccccc2C1=O)CNC(=O)CNC(=O)Cc1ccccc1
1.0,CCCCCNC(=O)COC(=O)c1ccc(Cl)c(Cl)c1
2.0,CCNC(=[S-])N/N=C/c1ccc(OCCCC2C3CC23)cc1
1.0,CCc1nnc(SCC(=O)Nc2ccc(OC)cc2)o1
3.0,Cc1ccc(C(=O)NNC(=O)COc2ccccc2Br)cc1O
2.0,CCCCCCC(=O)NNC(=O)c1cc2ccccc2o1
2.0,NNC(=O)Cc1ccc2ccc3ccccc3c2c1
3.0,O=C(O)/C=C/C(=O)NCCC(=O)Nc1ccccc1
2.0,Cc1ccc(NC(=O)C(=O)Nc2ccccc2)c(C)c1
1.0,CCOc1ccc(/C=C/C(=O)N/N=C/c2ccc(OC)cc2)cc1
