HBD,SMILES
2.0,Cc1ccccc1NC(=O)Cn1nnc(-c2cccc(O)c2)n1
2.0,O=C(COc1ccc(Br)cc1)NC(=[SH+])Nc1ccc(Br)cc1
2.0,O=C(/C=C/c1ccco1)Nc1ccc(OC(O)=S)cc1
2.0,CCC(=O)Nc1ccc(NC(=O)COc2ccc(OC)cc2)cc1
1.0,CCOc1ccc(/C=N/NC(=O)Cc2coc3cc(F)ccc23)cc1
1.0,OCCI
1.0,Cc1ccccc1NC(=O)COc1ccc(Br)cc1
2.0,COc1ccccc1OCC(=O)N/N=C/c1ccc(NC(C)=O)cc1
3.0,Cc1ccccc1NC(=O)c1ccc(/C(N)=N/O)cc1
2.0,O=C(CSc1cc2ccccc2[nH]c1=O)Nc1c(F)c(F)cc(F)c1F
3.0,Nc1[nH]nc2nc(NCCc3cccc(Br)c3)ncc12
2.0,O=C(NCCc1ccc(O)cc1)c1ccccc1
2.0,O=C(NCCCc1ccco1)c1cc2ccc(Cl)cc2[nH]c1=O
2.0,CCC(O)C[S-]c1n[nH]c(-c2ccc([N+](=O)[O-])cc2)n1
3.0,CCCCNC(=O)CCNC(=O)CSc1n[nH]c2cc(C)ccc12
2.0,Cc1cc(C)c(NC(=O)C(=O)[NH2+]/N=C/c2ccc([N+](=O)[O-])cc2)cc1C
