rotatable,SMILES
12.0,CCCCCCCCCCCCOc1ccc(F)cc1
12.0,CCCCOc1ccc(OCCCCCCC(C)C)cc1
12.0,CCCCCCCOc1ccc(OCCCCC)cc1
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCOc1ccc(Br)cc1
13.0,CCCCCCCCCCC[NH2+]CCc1ccccc1
11.0,C=CCOc1ccc(OCCCCCC(C)C)cc1OC
10.0,CCCCCOc1cc(OCC)ccc1OCCC
12.0,CCCCCCOc1cc(OC)cc(N(C)CCCCC)c1
12.0,CCCCCCCCCc1ccc(OC)c(-c2cc(OC)cc(OC)c2)c1
10.0,CCCCCCCCCOc1ccc(OC)cc1
13.0,CCCCCCCOc1ccc(OCCCCCC)cc1
11.0,CCCCCCCNC(=O)c1ccc(OCCC)c(OC)c1
13.0,CCCCCCCCC[NH2+]CCCCC(C)C
12.0,CCCCCCCCCCc1ccc(OCCC)cc1
14.0,CCCCCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCCCCC=O
12.0,CCCCCCCCCCCOc1ccc(OC)cc1
13.0,CCCCCCCCOc1cccc(OCCCCC)c1
12.0,CCCCCCC(=O)OCC(=O)c1ccc(OCCCC)cc1
14.0,C=CCCCCCCCCCCCCCCC
10.0,CCCCCCCCCCCCC
13.0,CCCCCCCCOCCCCCCC
12.0,CCCOc1ccc(OCCCCCCCCO)cc1
11.0,CCCCCCCCCCCCCC
12.0,CCCCCCCCCc1ccc(OCCCC)cc1
14.0,CCCCCCCCCC[NH2+]Cc1cc(OC)cc(OCC)c1
13.0,CCCCCCCCCCNC(=O)c1ccc(OC)c(OCC)c1
12.0,CCCCCCCCCCCCc1ccc(OC)c(Cl)c1
12.0,CCCCCCCOc1ccc(OCCCCC)cc1
13.0,CCCCOc1cc(Cl)cc(/C=C/C(=O)NCCCCCCC(=O)O)c1
14.0,CCCCCCNCCC(=O)c1ccc(OC)c(OCCCO)c1
12.0,CCCCCCCCC[NH2+]CCCCC
10.0,CCCCCCc1nc(-c2ccc(N(C)CC)cc2)nn1CCC
13.0,CCCCCCCCN(Cc1ccc(OCCCC)cc1)C(C)=O
14.0,CCCCCCC[NH2+]Cc1cc(OC)c(OCCC)c(OCC)c1
11.0,CCOCCCCCN1C(=O)C(CCN(C)C)Oc2c(-c3ccccc3)cccc21
12.0,CCCC[NH2+]CCCCOc1ccc(OCC)c(OC)c1
11.0,CCCCCCCNC(=O)NCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCOc1cccc(F)c1
11.0,CCCCCCCCCCCOc1ccccc1
12.0,CCCCCCCCCCCCCCC
14.0,CCCCCCCCCOc1ccc(OCCCC)cc1OC
14.0,CCCCCCCCOc1ccc(OCCCCC)c(OC)c1
13.0,CCCCCCCNC(=O)NCCCCOc1ccccc1OC
13.0,CCCOc1ccc(COc2c(Br)cc(Br)cc2OCC)cc1OCCCOC
11.0,CCCCCCOc1ccc(OCCCCC)cc1
11.0,N#CCCCCCCCCCCCCO
12.0,CCCCCCCCCCCCCCO
14.0,CCCCCOc1ccc(OCCCC[NH2+]C(C)C)c(OCC)c1
13.0,CCCCCCCCCCCCCOc1ccccc1
13.0,CCCCCCCCCCCCCOc1ccccc1
9.0,CCCCCCCCCCCC
11.0,CCCCCc1ccc(Oc2ccc(OC)cc2OC)c(OCCC)c1
13.0,CCCCCCCCCCCCCOc1ccccc1
13.0,CCCCCCCCCCNC(=O)c1ccc(OC)cc1OCC
13.0,CCCCCCCOc1c(OC)cc(OCC)cc1OCCO
11.0,CCc1ccc(/C=N/NC(=O)COc2ccc(OC)cc2OCC[NH+](C)C)cc1
13.0,CCOc1cc(OCCCCO)cc(OC)c1OCCCN1CCCC1
12.0,CCCCCCCCCCCCCCC
12.0,CCOc1cc(OC)c(OC)cc1OCCCCCCc1ccccc1
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCc1cc(OC)c(OC)cc1OC
11.0,OCCCCCCCCCNCc1ccccc1
10.0,CCCCCCCCCCCCC
13.0,CCCCCCCCCCCCOc1cc(Cl)cc(OC)c1
12.0,CCCCCCCc1ccc(OCCCCC)c(OC)c1
13.0,CCCCCCCCCCCNC(=O)c1ccc(OC)c(OC)c1
14.0,CCCCCCOCCCOc1ccc(OCCCC)cc1
13.0,CCCCCCCCCCCCCOc1cccc(Cl)c1
13.0,CCCCCCCCCCCCCCC=O
12.0,CCCCCCCCCCCCOc1ccccc1
11.0,CCCCCCCCCCCCCC
13.0,CCCCCCCOc1cc(Br)c(OCCCCC)c(OC)c1
12.0,CCCCOc1ccc(OCCCCCCC(C)[NH2+])cc1
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCOc1ccc(OCC(O)CCOc2ccccc2)cc1O
13.0,CCCCCCCCCCCCCCC(C)C
13.0,CCCCCCCCc1ccc(OCCCCC(C)C)cc1
14.0,CCCC(CC)CCCCCCCCCOc1ccccc1
14.0,OCCCCCCCCCCCCCOc1cccc(Cl)c1
12.0,CCCCCCc1cc(OC)c(OCCN(C)CC)c(OC)c1
12.0,CCCCCCCCCCCOc1ccc(OC)cc1
12.0,CCCCCCCOc1ccc(OCCCCC)cc1
13.0,CCCCCCCCCOc1ccc(OCCCC)cc1
13.0,CCCCNCCCCc1cc(OC)c(OCCC)c(OC)c1
12.0,CCCCCCCCCCCCOc1ccc(C)cc1
14.0,CCCCCCNC(=O)CCCOc1ccc(N(C)CC)c(OCC)c1
13.0,CCCCCCCCCCCCCOc1cccc(C)c1
12.0,CCCCCCCC[NH2+]CCCCCC
12.0,CCCCCCCCCCCCCCO
12.0,CCCCCCCCCCCCCCC
13.0,CCCCOc1ccc(OCCCCCCCCO)cc1
13.0,CCCCCCCCCCC[NH2+]CCc1cccc(Cl)c1
13.0,CCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCOc1ccc(OC)c(OC)c1
14.0,CCCOc1ccc(OCCC[NH2+]CCCCCCO)cc1
14.0,CCCCCCC[NH2+]CCCOc1cc(OC)cc(OCC)c1
11.0,CCCCCCOc1ccc(OCCCC)c(OC)c1
12.0,CCCCCCCCCCCCCC(=O)OC
12.0,CCCCCCCCCCCCCCC
15.0,CCCCCCCCCC(O)CCCCCCCC
13.0,CCOc1cc(OC)c(OC)cc1OCCCCNCCCO
12.0,CCCNCCCCCCOc1ccc(OC)cc1OC
13.0,CCCCCCCCCCCc1cc(OC)c(OC)c(Cl)c1OC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCC(=O)OC
11.0,CCCCCCOc1ccc(CCCCCC)cc1Cl
14.0,CCCCCCCCCCCCCCCCC
14.0,CCCCCCCCCCC/N=C/c1ccc(OC)c(OCC)c1
13.0,CCCCCCCCCCCCCCCO
15.0,CCCCCCCCCCCCC(CCCC)OC(C)=O
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCNCCOc1c(OCC)ccc(OCCC)c1OC
11.0,CCCCCCCOc1ccc(OCCCC)cc1
12.0,CCCCCCCCCOc1ccc(OCCC)cc1
12.0,C=CCCCCCCCCCCCCC
12.0,CCCCCCCCCCCOCc1ccccc1
12.0,CCC[NH2+]CCCCCOc1ccc(OC)cc1OCC
13.0,B=BCCCCCCCCCOc1ccc(OC)cc1OC
13.0,CCCCCCCCCOc1ccc(OCCCC)cc1
12.0,CCCCCCCCc1ccc(OCCCC)c(OC)c1
15.0,CCCCCCOc1c(OCC)cc(CCCCCC)cc1OCC
13.0,CCCCCCCCCCCCCCC(=O)O
12.0,CCCCCCCCCOc1ccc(OCCC)cc1
13.0,CCCCCCCCCCCCCOc1ccccc1
11.0,CCCCCCCCCCCOc1ccccc1
11.0,CCCCCCCc1ccc(OCCO)c(OCC)c1
13.0,CCCCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCCCCC(=O)O
