HBD,SMILES
4.0,Cc1cccc(NCC(=O)NNCC(=O)Nc2ccc(Br)cc2)c1
3.0,O=C(CSc1nnc(NC(=O)Nc2ccccc2)s1)Nc1ccccc1
2.0,Cc1cccc(OCCCNC(=O)NC(=O)COc2ccc(Br)cc2Cl)c1
4.0,Nc1cc(C(=O)N/N=C/c2ccccc2O)ccc1O
3.0,S=C(NC(=S)Nc1ccc(Br)cc1)Nc1ccccc1
3.0,COc1ccccc1C(=O)NC(=S)NC(=O)c1cccc(C)c1O
2.0,N#Cc1nnc(SCNc2ccc(Cl)cc2)[nH]1
4.0,O=C(C[NH2+]C1CCC[NH+]1)Nc1ccc(C(=O)O)cc1
3.0,O=C(COc1ccccc1Cl)NNC(=O)c1ccc(CO)o1
3.0,COc1ccc(NC(=[SH+])NC(=[SH+])NC(=O)c2cc3ccccc3o2)cc1OC
2.0,COc1ccc(NC(=O)COc2ccc(C(C)=O)cc2O)cc1
2.0,COc1cc(CNC(=S)Nc2cccc(Cl)c2)cc(Br)c1OC
3.0,COc1ccc(NC(=S)NCC(=O)Nc2ccc(Br)cc2)cc1
3.0,NC(=O)c1ccc(NC(=S)NCc2ccc(Cl)cc2)cc1
3.0,O=C(O)CC(CC(=O)CNCc1cccc(O)c1)c1ccccc1
3.0,O=C(COc1ccccc1)N[NH2+]CC(=O)Nc1ccc(Cl)c(Cl)c1
2.0,CCOC(=O)c1ccc2c(c1)C1CC(=O)NC(=O)C1=C(c1ccc(OC)cc1)N2
4.0,C[C@@H](NCC(=O)Nc1ccccc1)NC(=S)Nc1ccccc1
4.0,O=C(O)CNC(=S)Nc1ccc(O)cc1
3.0,O=C(NNC(=O)c1ccc(-c2ccccc2)cc1)C(=O)Nc1cccc(Cl)c1
4.0,CC(NNC(=O)NC(C)(C)C)C(=O)Nc1ccccc1
3.0,O=C(Cc1ccccc1)NNC(=S)Nc1ccc2ccccc2c1
2.0,CCCCCC(=O)NC(=O)c1c[nH]c(-c2ccc(OC)cc2)c1
3.0,C[C@H](NC(=S)NC(=O)COc1cccc(C([NH2+])=O)c1)c1ccccc1
3.0,O=C(CSc1nc2ccccc2[nH]1)Nc1ncn[nH]1
2.0,CCCCCCCCNC(=O)Nc1ccccc1
3.0,Cc1nc2cc(NC(=O)CNC(=O)NCc3ccccc3)ccc2o1
3.0,S=C(NC(=S)Nc1ccccc1Cl)Nc1ccc(Oc2ccccc2)cc1
2.0,CC(=O)Nc1nnc(C(=O)OC(O)COc2ccccc2)s1
3.0,O=C(COc1ccc(Cl)cc1)NNC(=O)NC(=O)c1ccc(F)c(Br)c1
4.0,O=C(NNC(=[SH+])Nc1ccccc1)Nc1ccccc1
4.0,COc1ccc(C(=O)NNC(=O)NCC(=O)Nc2ccc(F)c(F)c2C)cc1
3.0,O=C(O)CCNC(=O)CCCC(=O)N/N=C/c1ccc2c(c1)OCO2
3.0,CCCCCNNC(=S)Nc1cc(Cl)cc(Cl)c1
4.0,CCCCCC(=O)N[NH2+]NC(=S)Nc1ccc(C)cc1
3.0,Cc1ccc2nc(NC(=O)C(=O)NCc3ccccc3O)sc2c1
4.0,N#CCNC(=S)NNC(=S)NCC1=CC=C2C=CCC=C2C1
3.0,CCCC(C)NC(=O)CCC(=O)NNC(=O)c1ccccc1
2.0,C=CCCCCNC(=S)Nc1ccc(Cl)cc1
4.0,[NH2+]c1ccc(OCC(=O)NC(=S)NCC(=O)O)cc1
3.0,C[NH2+]C([NH2+]c1ccccc1C)C(=O)Nc1ccc(OC)cc1
4.0,O=C(Cc1ccccc1)NNC(=O)NC(=O)CSc1c[nH]c2ccccc12
2.0,CNC(=O)c1ccc(OCC(=O)Nc2nncs2)cc1
4.0,CCCc1cc2ccc(NC(=S)NC(=O)NC(=O)NC)cc2oc1=O
3.0,CCCCC(=O)Nc1cccc(NC(=[SH+])Nc2cccc(OC)c2)c1
2.0,CCOc1cccc(/C=N/NC(=[SH+])NC(=O)COc2ccc(Br)cc2)c1
4.0,Cc1cccc(NC(=O)N[NH2+]CC(=O)Nc2ccc(Cl)cc2)c1
3.0,Nc1nc(NC(=O)NCCCc2ccccc2)ns1
3.0,CCCC(=O)NCC1C(=O)NC(=O)NC1c1ccccc1
2.0,OCCCCCc1ccc(-c2ccccc2)c(O)c1
3.0,Cc1ccccc1NC(=O)CCC(=O)NNC(=O)COc1ccc(C#N)cc1
2.0,CC[C@@H](C)NC(=O)[C@@H](C)c1nc(C[NH2+]c2ccccc2)cs1
4.0,COc1ccc(C(=O)NNC(=O)Cc2ccc(O)cc2)cc1O
4.0,COc1ccc(CCNC(=O)NNC(=S)Nc2ccc(C)cc2)cc1
4.0,COc1ccc(NC(=[SH+])NC(=O)c2ccc(C(=O)[O-])cc2)c(O)c1O
4.0,O=C(CSc1nc2ccccc2[nH]1)NNC(=O)c1ccc[nH]1
3.0,COc1ccc(NC(=S)NC(=O)CCNC(=O)CCCl)cc1
3.0,OCCCCCNc1ccc(Cl)cc1O
3.0,CCc1ccc(NC(=O)CNNC(=O)COc2ccccc2)cc1
2.0,COc1ccc(NC(=S)NC(=O)c2ccc(OC)cc2)cc1
4.0,CC1C=Cc2cc3[nH]c(NC(=S)NCCCCO)nc3cc2O1
2.0,O=C(CCCCNC(=O)c1ccccc1)Nc1ncc2cc(F)ccc2n1
2.0,O=C1CC(CCc2n[nH]c(=S)s2)=NN1
2.0,O=C(COCc1ccc(O)cc1)N/N=C/C=C/c1ccc(Br)o1
2.0,Cc1ccc(NC(=O)CCC(=O)[NH2+]/N=C/c2ccccc2)cc1
2.0,CN1CCCC(NC(=S)NC(=O)c2ccc3c(c2)OCCO3)C1
4.0,O=C(NC[C@H]1CCCO1)NC(=O)NC(=O)Nc1ccc(OCCBr)cc1
4.0,COc1cccc(NC(=O)NC(=O)NC(=O)Nc2ccc(OC)cc2C)c1
3.0,CCCCCNC(=O)CNC(=O)CC(=O)Nc1ccccc1C
4.0,CNC(=S)NC(=S)NCC(=O)Nc1ccc(Cl)c(Cl)c1
4.0,CCCc1ccc(NC(=S)NC(=O)C2Nc3ccccc3NC2=O)cc1
4.0,O=C(N/N=C/c1ccc(OCC(O)CCO)cc1)c1ccccc1O
3.0,O=C(CCc1ccccc1)NNCc1cccc(O)c1
3.0,COc1ccc(C(=O)N/N=C/C(=O)Nc2nc3ccccc3[nH]2)cc1
4.0,O=C(CNc1ccc(Br)cc1)NNC(=O)c1ccc(O)cc1
4.0,C/C=C1/C(SCC(=O)NCCC(=O)Nc2ccc(C(N)=O)cc2)=CNC1C
2.0,CCCCNCCOCO
4.0,Cc1ccc(NC(=S)NCNC(=O)c2ccccc2O)cc1
3.0,Cc1ccc(NC(=O)COc2ccc(NS(C)(=O)=O)cc2)cc1O
3.0,COc1ccc(NC(=O)CNNC(=O)c2ccc(Cl)cc2)cc1
2.0,O=C(CCc1ccccc1)NNC(=O)COc1cc(Cl)ccc1Cl
4.0,C[C@@H](OC(=O)Nc1ccccc1)C(=O)NNC(=O)C(=O)Nc1ccccc1
4.0,CC(C)OC(=S)NNC(=S)NC(=S)Nc1ccc2c(c1)OCO2
2.0,OCc1ccc(OCCNc2ccccc2)cc1
3.0,O=Cc1ccc(NC(=O)NNCCOc2cccc(Cl)c2)cc1
4.0,C[C@@H](CC(=O)OCC(=O)NNC(=O)c1c[nH]c2ccccc12)C(=O)O
2.0,O=C(CCCc1ccccc1)NCC(=O)N/N=C/c1ccco1
3.0,CCCCNC(=S)NNC(=O)c1ccccc1
4.0,O=C(NCCc1ccccc1O)NNCc1ccccc1Br
