Before_opt_smiles,After_opt_smiles,Before_opt_act_score,After_opt_act_score
COc1cccc(Cn2ccc3cc(-c4ccc5[nH]ncc5c4)ccc3c2=O)c1,O=c1c2ccc(-c3ccc4[nH]ncc4c3)cc2ccn1Cc1c[nH]c2nc(Br)ccc12,0.087590136,0.9981943
C(=Cc1cncc(OC2CCNC2)c1)c1ccncc1,CC(Cc1cncc(OC2CCNC2)c1)c1ccc2oncc2c1,0.0033812206,0.7143794
CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1,COc1ccc(NC(=S)Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1-c1cn[nH]c1,0.015487253,0.98855186
CC(=O)Nc1ccc2[nH]ncc2c1,c1cc2[nH]ncc2cc1NC1CCC1,0.00012789728,0.07279949
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,S=C(Cc1ccccc1)Nc1ccc2c(c1)c1nc3sccn3c1n2Cc1ccc2[nH]ncc2c1,0.0034667081,0.96036536
CCCC(=O)Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,CCCC(=O)Nc1n[nH]c2ccc(Cc3csc(-c4ccncc4)c3)cc12,0.1808017999999999,0.9793102
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,O=C(Nc1cccc(O)c1)Nc1ncc(Cc2cc(-c3ccc(O)cc3)cs2)s1,0.0026377159999999,0.96921307
COc1cccc(OCC(=O)Nc2cccc(NC(=O)c3ccc(N(C)C)cc3)c2)c1,CN(C)c1ccc(C(=O)Nc2cccc(NCCCc3ccc4cnoc4c3)c2)cc1,0.06732485,0.9974993
O=c1c(NCCc2ccc(Oc3ccccc3)cc2)c(Nc2ccncc2)c1=O,c1ccc(Oc2ccc(CCNc3cccc(-c4ccccc4)c3)cc2)cc1,0.036462896,0.9962113
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,CC1Oc2cnccc2-c2ccc(C(=O)NCc3ccccc3S(N)(=O)=O)cc21,1.378877e-06,0.9997416
O=C(Cc1ccc(-c2n[nH]c(=O)c3ccccc23)cc1)N1CCCc2ccccc21,CC1NC(Cc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)C(N)c2ccccc21,0.006407611,0.99998
COc1ccc2c(c1)C(=O)NC(Cc1ccc(-c3ccnc(N)c3)cc1)C(=O)N2C,COc1ccc2c(c1)C(=O)NC(CNC(=O)C1Cc3ccccc3ON1)C(=O)N2C,3.6678623e-05,0.06254948
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(Cl)nccn23)n1,CC(CC(=O)N1CCC2CNCC2C1)c1c(-c2ccc(F)cc2)nc2c(Cl)nccn12,4.82176e-07,0.037190992
Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2OCC(C)C,Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2OCc1cnoc1,1.6453569e-05,0.14012054
COc1cccc(Cn2cnc3sc(-c4ccnc(F)c4)cc3c2=O)c1,O=c1c2cc(-c3ccnc(F)c3)sc2ncn1Cc1ccc2cnccc2c1,0.023847878,0.9715226
Cc1cccc(-c2c(-c3ccncc3)nc(NCC(N)Cc3ccccc3)n(C)c2=O)c1,Cc1cccc(-c2c(-c3ccncc3)nc(Nc3csc4c3Cc3ccncc3O4)n(C)c2=O)c1,0.0036662717,0.98518014
COc1cccc(CN2CCOc3cc(-c4ccc(N)nc4)ccc3C2=O)c1,Nc1ccc(-c2ccc3c(c2)OCCN(Cc2c[nH]c4ncccc24)C3=O)cn1,0.00020185807,0.5809045
CN1CCCN(c2nc(-c3ccncc3)cnc2N(C)C)CC1,CN1C=C(C(C)(F)c2ccn[nH]2)Nc2nc(-c3ccncc3)cnc21,5.561381999999999e-07,0.94680095
O=C(Nc1ccc2cn[nH]c2c1)c1ccc(Cl)cc1,CC1NCCC2C1CC(C)N(C(=O)Nc1ccc3cn[nH]c3c1)C2C,0.00045538775,0.9999093
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1NCCc2c(NCC3Cc4conc4CN3)[nH]c3cc(F)cc1c23,0.001521862,0.4713546
CCOc1cccc(CNC(=O)Nc2nc(-c3ccncc3)cs2)c1,CCOc1cccc(CNC(=O)Nc2nc(CC3CCOc4ccccc43)cs2)c1,0.1300156999999999,0.7117836
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc1n2[C@H](CC(N)=O)C=C(C2COc3cnccc3O2)N1,2.9070741e-05,0.15422553
CNC(=O)C=Cc1cnc(N)c2c(-c3ccc4sc(C)nc4c3)csc12,CNC(=O)/C=C/c1cnc(N)c2c(-c3csc(-c4ccncc4)c3)csc12,0.014008296,0.9973694
CC(C)N(CCCN)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(CNc2ccc(-c3ccncc3)s2)n1,0.0123552885,0.9725692
N#CC1=C(c2ccccc2)CC(c2ccc(Cl)cc2)C(C(=O)c2ccccc2)C1=O,N#CC1=C(c2ccccc2)CC(c2ccc(Cl)cc2)C(C2CCNC(N)C2)C1=O,1.2189225e-08,0.014125415
CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,CCc1c(C2CCC3Oc4ccccc4CC3C2)[nH]c2nccnc12,6.409659999999999e-05,0.14677536
Nc1nccc2cc(CNCCc3ccncc3)ccc12,Nc1nccc2cc(CC3C=C(c4ccc5[nH]ncc5c4)NO3)ccc12,0.007989491,0.994974
COc1ccc2c(NC(=O)Nc3cc(C(F)(F)F)ccn3)ccnc2c1,CC(NC(=O)Nc1cc(C(F)(F)F)ccn1)C1COc2c(ccc3ccccc23)O1,1.4543006e-05,0.3780901
CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1,FC(F)(F)c1ccc(Cl)cc1CN1CCNc2ncc(-c3csc(NCc4cccnc4)n3)cc21,0.00050998613,0.9423288
ON=C(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,O/N=C(/c1c[nH]c(-c2ccccc2)c1)c1nc2ccccc2[nH]1,7.6714787e-07,0.14609988
Cc1n[nH]c2ccc(-c3cc(OCC(N)Cc4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12,Cc1n[nH]c2ccc(-c3cc(NC(=O)CCc4ccncc4)cnc3-c3cc(Cl)ccc3O)cc12,0.0009757975,0.092539355
Cc1cccc(NC(=O)Nc2ccc(-c3cccc(C(N)=O)c3)cc2)c1,NC(=O)c1cccc(-c2ccc(Nc3cc(C4=CNNc5ccccc54)c[nH]3)cc2)c1,0.0055746519999999,0.9984213
CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1,CC(Nc1nc(CCC(F)(F)F)c2cc[nH]c2n1)Nc1cc(-c2cn[nH]c2)cs1,0.015487253,0.95044816
CNc1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,Nc1n[nH]c2cc(-c3cc(C4=CO[12N]C=C4)[nH]n3)ccc12,0.0027242505,0.17277393
COCCOCC1(C(=O)Nc2cccc(OC(=O)N(C)C)c2)CCN(c2ncnc3[nH]cc(C)c23)CC1,COCCOC(CNc1csc(-c2ccncc2)c1)C1(C)CCN(c2ncnc3[nH]cc(C)c23)CC1,0.1546017,0.9983386
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,NS(=O)(=O)c1ccccc1CNC(=O)C1=CC2=C([S-]1)c1ccccc1OC2,1.378877e-06,0.9213327
Cc1[nH]nc2ccc(-c3cc(OCC(N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,Cc1cccc(CCNC(=N)[N-]c2cnc(-c3ccoc3)c(-c3ccc4n[nH]c(C)c4c3)c2)c1,0.0005594019,0.09742557
Cc1nccn2c(-c3ccnc(NCCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,Cc1nccn2c(NC(=N)c3cc(-c4ccncc4)cs3)c(-c3ccc(F)cc3F)nc12,6.7862175e-08,0.0011101072
