SMILES,act_score
COc1cccc(C(C)NC(=O)c2cc(OC)c(-c3cn[nH]c3)cc2OC)c1,0.9996182
c1cc(-c2cn[nH]c2)ccc1CNCc1ccc(-c2cn[nH]c2)cc1,0.99988246
COc1ccccc1-c1ccc(CC(N)C2Nc3ccncc3C3CNCCC32)s1,0.9999088
CC1c2c(ccc3c2Cc2ccc(CF)cc2O3)NC2Cc3cc4[nH]ncc4cc3NC21,0.9634136
C1=C(c2cncnc2)N=C(CNCc2cc(-c3ccncc3)cs2)[S-]1,0.9292793
Cc1c(-c2cn[nH]c2)sc2ccc(CC(N)c3cccc(O)c3)cc12,0.9999994
Clc1cc(NCc2cc[nH+]cc2)cc2c3c(sc12)Oc1cnccc1C3,0.99916327
COc1cc(C(=O)NC(C)c2cccc(C(=O)O)c2)ccc1-c1cn[nH]c1,0.9999516
OC1CC(c2c[nH]c3cc(-c4cn[nH]c4)ccc23)NCC1c1cccc(F)c1,0.98813707
c1cc2cc(C(Nc3cc(-c4cn[nH]c4)cs3)C3CCCC3)[nH]c2cn1,0.9984633
c1cc(-c2cc(-c3ccc4c(c3)Oc3ccncc3O4)sn2)ncn1,0.42964473
Cc1c2n(c3[nH]nc(C(N)c4ccncc4)c13)CCC(c1ccnc(N)n1)C2,0.8694537
OCCc1ccc2sc3c(c4c(n5cc(Cc6cn[nH]c6)cc35)CCC4)c2c1,0.46056873
O=c1c2c(oc3ccc(-c4cn[nH]c4)cc13)C1CCc3cnccc3C1=C2,0.9970879
c1cnc2[nH]cc(-c3ccc4c(c3)CC3NC5CNCCC5CN3C4)c2c1,0.9999459
COc1cnccc1COc1c(C)cc2c(c1CCO)CCC(c1cn[nH]c1)C2C,0.14426696
CC1Oc2ccccc2-c2cn(Cc3ccc4sc(O)cc4c3)nc21,0.04799376
CC(NCc1cc(C(C)c2cc(N)n[nH]2)cs1)c1cccc(O)c1,0.89161336
Cn1cc(-c2ccc(NC3CC4Nc5ccccc5C(N)C4C3)cc2)cn1,0.9998511
CC1c2c[nH]nc2CN2C(=O)c3ccc(-c4cnoc4)cc3N(C)C12,0.98845905
OC1Oc2ncccc2C2Oc3cc4sc(Cc5cccnc5)cc4cc3OC12,0.99969697
NCC1CC2C(=CC=C3C4=C(CC5=C(CNS5)C4)C[C@H]32)OC1c1ccncc1,0.89390534
O=C(CN1CCc2ccncc2C1)Nc1ccc(-c2cc3cnsc3s2)cc1,0.1269977
CC1CC(C(O)N2CCC(c3ccnc(N)c3)CC2)CC(c2cn[nH]c2)N1,0.99770385
C[n+]1ccc(-c2csc(NC(=O)c3ccc(-c4ccc(Cl)cc4)cc3)n2)cc1,0.7116002
CC(NC(=O)c1ccc(-c2cn[nH]c2)cc1)c1ccc2c(c1)C=NCC2O,0.9978568
NC(OC1=CC=C2SC(c3cn[nH]c3)=CC2C1)c1cn[nH]c1,0.99991226
c1cc2c3c(c1)C(Oc1ccc4c(c1)OCc1[nH]ncc1-4)CCC3CNC2,0.99062926
NC(Cc1ccnc(Cl)c1)NCc1ccc(C2=CNC3=CN=CCC32)s1,0.9997613
O=c1c2cc(C3=CNNC3)ccc2oc2sc(-c3ccccc3)cc12,0.13764693
CC(NC(=O)c1cc2ccc3c(c2s1)Oc1ccccc1O3)C(N)Cc1cn[nH]c1,0.99999917
CC1Oc2[nH]ncc2-c2cc(-c3ccc(-c4ccc(-c5cn[nH]c5)s4)cc3)sc21,0.9996278
C1=C(c2cc3c(ncc4cc(-c5cccnc5)sc43)s2)SC2CCOCN12,0.0686755
[NH3+]CCCNC1CNCN(Cc2ccc(-c3cc4ccccc4s3)s2)C1,0.9988882
O=C(c1cccc(Cc2cnon2)c1)c1cc2c(s1)CCN1Cc3cnccc3CC21,0.04040079
CC(NCc1cccnc1)C1Oc2ccc(-c3c[nH]c4cnccc34)cc2OC1C,0.99676895
O=C(Nc1nc(-c2cc3c4c(nccc4c2)NC3)cs1)C1CCC(CCc2ccnc(F)c2)CC1,0.76793295
CC1NC(c2cc(-c3ccncc3)cs2)CCN1Cc1ccc2cn[nH]c2c1,0.9995883
c1cc(-c2cc(Cc3c[nH]c4ccc(-c5cn[nH]c5)cc34)cs2)c[nH]1,0.9998135
O=C1Nc2sc3cc(-c4cn[nH]c4)ccc3c2Nc2sc(-c3cn[nH]c3)cc21,0.9992866
CC1Cc2cc3c(cc2CC1c1cn[nH]c1)C(C(N)N)=C(c1ccncc1)[S-]3,0.9999987
O=c1c2cc(Nc3c[nH]c4ccccc34)sc2sn1Cc1ccc2c(c1)CCN2,0.8066021
Nc1cc2c(cn1)Oc1ccc(C(N)NCc3ccoc3)cc1C2,0.8465129
NC(Cc1cn[nH]c1)C(=O)Nc1cc(Cl)c2c(c1)OCC(Cc1ccncc1)O2,0.99977475
Nc1cn(C(=O)c2ccc3[nH]ccc3c2)nc1NCc1ccncc1,0.859877
O=C(C1=Cc2ccc(-c3ccncc3)cc2[S-]1)N(CCN1CCCC1)c1cccc(F)c1,0.99917895
CC1=C(c2cn[nH]c2)C=C(CN2CCC(CC3=CC=C3)C(O)C2)[S-]1,0.99999034
NC(N)CNC(=O)c1cn(-c2csc(-c3cn[nH]c3)c2)c2ccccc12,0.999997
C1=C2C(Nc3ccc(CCCNCc4ccncc4)s3)=NCC2NN1,0.0006072932
C1=C(c2ccncc2)[S-]C(c2cc3sc(-c4ccncc4)cc3[nH]2)=C1,0.9995109
OC1Oc2cc(-c3cn[nH]c3)ccc2-c2ccc(Cc3cnoc3)cc21,0.99990785
Cc1oncc1-c1cc2c(Nc3ccc(N)cc3)ccnc2s1,0.007841804
Cn1ccc(-c2csc(NC(=O)CCC3CNC(c4ccncc4)NC3)n2)c1,0.99916804
CN1CCC(c2ccc3c(c2)-c2cc4c(cc2CO3)sc2[nH]ncc24)CC1C(N)c1cccnc1,0.9999529
CC1CC(C2CCNNC2)Nc2cc3c(cc21)ncc1cc(-c2ccncc2)[nH]c13,0.9995252
O=C1CC2Cc3nocc3CC2C2=C1C(c1cccc(-c3cn[nH]c3)c1)CNC2,0.8642115
Cc1sc(NC(=O)CC(N)CCCCO)nc1-c1cc2c[nH]nc2s1,0.22917575
CC(NC(=O)c1cc2cc3c(cc2s1)Oc1n[nH]cc1C3)c1ccc(F)c(O)c1,0.999977
CC(NC(=O)c1cc(Cc2cnon2)cs1)c1ccccc1F,0.871925
NC1c2ccc3c(c2NC1c1ccc(-c2ccccc2F)s1)Oc1ccncc1O3,0.5619087
CN(C)CCc1c(NCC(O)c2ccncc2)sc2ccc(-c3ccccc3)cc12,0.99998474
COC1CC2CC3CC4CC(O)CC(O)C4CC3CC2CC1c1ccc2[nH]ccc2c1,0.6625661
CC(c1cc(C(F)F)c2cn[nH]c2c1)N1CCC(C(CO)C(N)c2cn[nH]c2)CC1,0.9998914
Oc1cnccc1CN1CCCC(COc2cccc(-c3c[nH]c4ncccc34)c2)C1,0.99937195
NC1c2ccc3sc(-c4ccc5c(c4)CCO5)cc3c2OC2Cc3ccncc3OC21,0.999882
COc1cc(C(=O)c2ccc(-c3cn[nH]c3)cc2Cl)ccc1-c1cn[nH]c1,0.9962972
Nc1nonc1-c1c[nH]c2cc(C(=O)N3CCC(c4ccncc4)C3)ccc12,0.96739274
NC(c1ccc(-c2cn[nH]c2)cc1)C1CNC(c2ccncc2)CC1O,0.9995714
Nc1cc(C(=O)Nc2ncc(C3CCOc4ccccc43)s2)ccn1,0.9451136
c1cc2c3c(ccnc3n1)CC(C1Cc3ccc(-c4ccc5[nH]ncc5c4)cc3CN1)C2,0.8909563
CC1c2ccccc2CC2Cc3cc(NCN)ccc3CC21,0.00026173977
Nn1cc(C2CCN(c3cc(-c4ccncc4)nn3C3CCCC3)CC2)cn1,0.66072756
O=C(CC1CNc2occc21)N1CCc2sc(-c3cn[nH]c3)cc2C1,0.98436916
C1=C(c2cn[nH]c2)CCC1Nc1n[nH]c2ccc(-c3cn[nH]c3)cc12,0.9944583
CC1=C(c2ccncn2)C(c2cccc(-c3ccnc(F)c3)c2)C2=C(CC(c3cn[nH]c3)CC2=O)N1,0.95478964
Fc1ccc2c(c1)C(c1ccncc1)Nc1[nH]n3cc(-c4ccccc4)cc3c1-2,0.73709095
c1ncc2c(-c3ccc(Nc4nc(-c5cn[nH]c5)cs4)cc3)c[nH]c2n1,0.98128706
COC1CN(C(=O)C2CCC(c3cn[nH]c3)CC2)CCC1c1cnoc1,0.10234735
CC(N)COc1ccc2c(c1)/C(=C/C1=CC(c3cn[nH]c3)=C1)C(C)N2,0.99991274
COc1cccc(C(C)C2=Cc3ccc4[nH]ncc4c3CC2=O)c1Oc1ccncc1,0.001957794
O=C1C2=C(CCC(c3ccncc3)C2)OC2CC3COc4ccccc4C3CC12,0.91241264
O=C(Nc1cccc(-c2cc(-c3ccncc3)cs2)c1)C1COc2cnccc2O1,0.9999982
O=c1c2cc(Cc3cncs3)ccc2oc2sc(-c3cn[nH]c3)cc12,0.89681697
CC(c1cccc2[nH]ncc12)N(Cc1cccs1)C(O)C1CNC(c2ccccc2)CN1,0.99999845
c1cc(CCNc2ccnc3sc(C4COc5cnccc5O4)cc23)ccn1,0.9659358
c1csc(-c2csc(Nc3nsc(Cc4ccc5oncc5c4)n3)c2)c1,0.77883536
c1cc(CC2Oc3ccc(-c4ccc5occc5c4)cc3N3CCNCC23)ccn1,0.7886829
NC(Cc1ccc(F)cc1)NC1CCC(=O)C2Cc3c(ccc4[nH]ncc34)CC12,0.90467405
NC(Cc1ccccc1)CC(CCO)Nc1cc2cc3ccsc3cc2s1,0.96471256
COc1ccc2c(c1)CN(C(=O)c1cc3ccc(-c4cn[nH]c4)cc3[nH]1)CC2,0.0004955012
O=C(NCc1ccc2cn[nH]c2c1)c1cc2ccc(C3=CNNN3)cc2s1,0.99934644
CC1C=C(c2ccc(NC(=O)c3ccc(-c4nc(-c5ccncc5)cs4)cc3)cc2)C=N1,0.97863215
CC(CNCc1ccc(-c2cn[nH]c2)s1)C(N)c1ccccc1,0.9999765
CCn1c(CN(CCc2ccncc2)CCN(C)C)cc2ccc(-c3cn[nH]c3)cc21,0.99904734
OC1CN(Cc2ccc(-c3ccncc3)cc2)CC2c3ccncc3OC(O)C12,0.68517345
Nc1cc2cc(C3CC(=O)Nc4c3sc3c4CC4COCCC4C3)ccc2s1,0.025810571
Nc1cc(CNCCc2cc(-c3c[nH]c4ncccc34)cs2)ccn1,0.9966182
CCOc1ccc(CN2CCN(Cc3ccc(N)nc3)CC2)cc1-c1cn[nH]c1,0.9128384
COc1c(-c2cn[nH]c2)ccc2c1CC1Nc3ccccc3C(C)N1C2=O,0.9958555
CCC1Cc2nc3c4c(sc3c(=O)n2CC1Cc1cc[nH]c1)Oc1cnccc1C4,0.9999975
COCCC(NC(=O)c1ccc(-c2cn[nH]c2)cc1Cl)c1ccccc1,0.57635
O=CN1C=C(c2csc(NCCCNCc3ccc4cnccc4c3)n2)C1,0.3220609
COc1cc(CCC(=O)Nc2ccc3sc(-c4c[nH]c5ncccc45)cc3c2)ccc1O,0.9305344
CN1CCC(N(C(=O)c2cc3cc(C#N)ccc3s2)N2CCOCC2)C1,0.0002549561
NC(CNc1ccc2cc(-c3cc4cnccc4s3)sc2c1)c1ccncc1,0.9999975
c1cc(Cc2nc(-c3c[nH]c4c3sc3cc(-c5cn[nH]c5)ccc34)cs2)ccn1,0.99686384
O=Cc1sc(-c2ccncc2)cc1-c1cccc(NCc2cn[nH]c2)c1,0.9929859
O=C(c1ccc2cc(NCC3CCNC3)sc2c1)C1Cc2c(nc3c4c(nccc24)OC3)[SH2]1,0.6510934
CC1NC2c3ccncc3OCC2c2ccc3sc(-c4cn[nH]c4)cc3c21,0.99998105
Oc1cnccc1-c1csc(-c2cc3c(-c4cccnc4)n[nH]c3[nH]2)c1,0.9957045
C1=c2sc3cnccc3c2=CNC1N1CCC(c2cn[nH]c2)CC1,0.9795829
C1=C(N2CCN(c3ccncc3)CC2)COc2ccc(-c3cn[nH]c3)cc21,0.07036592
CCN(CC1CCCN1)C(=O)c1ccc(-c2cn[nH]c2)c(C(=O)O)c1,0.9845472
C[NH2+]C(c1ccc2c(c1)C(CCN)C1=C2Cc2cc(N)ncc2C1)C(C)c1ccccc1,0.9939709
NC(c1ccccc1)C1CCC2Oc3cc(-c4cn[nH]c4)ccc3C(Cl)=C2C1,0.9999844
NC(c1cc2sc3cnccc3c2cn1)N1CCN(c2ccncc2)CC1,0.9951977
O=C1NC(=O)c2cc(-c3ccc4c(c3)NC(c3ccc(F)cc3)C3CCCN43)ccc21,0.00083601224
O=C(NCCCC1CCc2ccccc2C1)Nc1nc(-c2c[nH]c3ncccc23)cs1,0.16665678
OC(O)CC1c2ccccc2CNC1COc1ccc2c(-c3cnoc3)c[nH]c2c1,0.9947626
COc1cc2c(cc1Oc1cccnc1)C(C)Nc1cn(-c3cn[nH]c3)cc1-2,0.16067174
c1sc(-c2cn[nH]c2)cc1Nc1cc2ccc(-c3cn[nH]c3)nc2s1,0.997656
COc1cc2cc(C(=O)Nc3cc4c(s3)CCC4)sc2cc1-c1ccncc1,0.98938227
COc1ccc2c(c1)CN(C(=O)c1cc3ccc(-c4cn[nH]c4)cc3s1)CC2CN,0.9989587
Cc1c(-c2csc(CCNC(=O)NCc3ccccc3)c2)sc2c1NCC2,0.1378661
CC(NC(=O)c1ccc2sc(-c3c[nH]c4ccccc34)cc2c1)c1ccc2[nH]cnc2c1,0.6349719
CC(c1cnccn1)c1cc(C(=O)NCc2cc(Cl)ccc2Cl)cs1,0.95308954
c1cc(-c2csc(Nc3ccc(CC4CCCN4)cc3)c2)ccn1,0.99995816
c1ccc(-c2c(-c3cccc(-c4cn[nH]c4)c3)csc2-c2cn[nH]c2)cc1,0.9996488
COc1cc(-c2cccc3[nH]ccc23)ccc1C(=O)NC1CCC(c2cn[nH]c2)C1,0.98116195
COc1cccc(CN2C(=O)c3c(C)cc4c(c3CC2C)Cc2c-4ccc3cnccc23)c1,0.03223519
O=C1NNC(c2ccc3c(c2)COC2CCC(c4cn[nH]c4)CC32)c2ccccc21,0.9883067
Cn1cc(-c2cn[nH]c2)cc1-c1ccc(/C=C(\N)c2cn[nH]c2)cc1,0.99934715
Nc1cc(-c2cncc(-c3csc4c3C(N)CC(=O)C4c3ccncc3)c2)sc1O,0.874733
CC(C)n1cc(-c2csc(Nc3cccc(-c4c[nH]c5cnccc45)c3)n2)cn1,0.79481846
CCN(Cc1cn[nH]c1)C(=O)c1cc2cc(-c3cn[nH]c3)sc2c(=O)[nH]1,0.98398143
c1cc2c(cn1)Oc1ccc(C3CC4COc5cnccc5C4CN3)cc1O2,0.99995255
CN1Cc2cc(C3NCCC4c5cnccc5NCC43)ccc2CC1c1cn[nH]c1,0.999143
Cn1cc(-c2ccc3c(c2)CNN=C3)c2cc(NC3CCOCC3)ccc21,0.00011547077
O=C1CC(c2ccncc2)Cc2cc(NCCc3cccc(O)c3)sc21,0.99700147
c1cncc(C2COc3ccc4c([nH]c5cc(-c6cnoc6)ccc54)c3N2)c1,0.9653832
Nc1cc(N2CC3NNC=C32)cc2sc3c(c12)CCN(Cc1cccnc1Cl)C3,0.9874686
O=C1c2ccc(-c3cn[nH]c3)cc2NC2Cc3cccc(O)c3CC12,0.80641115
CC1NC(c2cc(-c3ccncc3)cs2)CC2CC(C(O)O)C(c3ccncc3)CC21,0.9999982
