HBA,SMILES
8.0,CCOC(=O)/C=C1/Sc2nc(-c3ccc([N+](=O)[O-])cc3)cnc2[S-]1
6.0,COCCOc1ccc(-c2cc(=O)n3ccccc3n2)cc1O
7.0,COC(=O)c1ccc2c(c1)OC=C(S[C@@H](C)C(=O)NCCCC=O)N2
5.0,O=C(COC(=O)c1cc(Cl)ccc1O)NCc1ccco1
7.0,c1ccc(-c2nc(CSc3nnc4c5ccccc5sn34)cs2)cc1
7.0,CCCc1nnc(SCC(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)o1
5.0,O=C(CSc1nnc(-c2ccccc2)o1)Nc1ccc(F)cc1
7.0,CCn1oc2c(c1=O)CCC(C1N=C(C/N=C/c3ccc(OC)cc3)N1)C2
7.0,CCOc1ccc2cc(/C=N/c3nc4ccccc4s3)c(=O)oc2c1OC
8.0,CC(=O)Oc1cccc(OCC2=NC(c3cccc([N+](=O)[O-])c3)OCO2)c1
7.0,CC(O)OC(=O)C(=O)NC1=Nc2ccc(-c3ccccc3)nc2[S-]1
6.0,COc1ccccc1CSc1nnc2c(n1)oc1cc(C(F)(F)F)ccc12
5.0,COC(=O)c1ccc(OC(=O)CC(=O)NCc2ccccc2Cl)cc1
6.0,N#Cc1ccc(C(=O)Nc2ccc(-c3nnno3)cc2)cc1
6.0,Nc1nnc(SCC(=O)Nc2ccc(Cl)cc2)o1
6.0,COc1cc(C)ccc1OCc1ncc(SCC(N)=O)o1
5.0,COCC(C)COc1cnc(-c2ccc(Cl)cc2)cc1[N+](=O)[O-]
4.0,Clc1ccc(CSc2nnc(-c3ccc(Br)cc3)o2)cc1
5.0,CC1C(=O)SC(CC(=O)Nc2ccccc2)N1C(=O)Nc1ccoc1
5.0,COC(=O)c1cccc(OCCSCc2ccco2)c1
4.0,Cc1ccc(-c2nc(C3CCN(c4ccccc4F)CC3)no2)cc1
6.0,Oc1ccc(/N=C\[S-]c2nc3ccccc3s2)nc1
8.0,COc1ccc(Cl)c(NC(=O)CSc2nnc([N+](=O)[O-])s2)c1
7.0,COc1ccc(NC(=O)CSc2nnc(C)o2)cc1OC
7.0,CCCSc1nnc(CC(=O)Nc2ccc(OCC)cc2)n1N
8.0,Cc1ccnc(Nc2nnc(SCC(=O)c3cccc(Cl)c3)s2)n1
7.0,O=[N+]([O-])c1ccc2nc3nc(Nc4cccc(Cl)c4)nc-3sc2c1
7.0,CC(=O)Nc1ccc(CSc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1
5.0,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1cc([N+](=O)[O-])c2oc(-c3ccccc3)nc2c1
6.0,O=C(Cc1ccc2c(c1)OCO2)Nc1nnc(-c2ccccc2C(F)(F)F)s1
7.0,COc1ccc(/C=N/Nc2nc3c(s2)C(C)N(C)C(=O)N3)cc1OC
5.0,O=C(COc1ccc(Br)cc1)Oc1ccc(C(=O)[O-])cc1
7.0,COc1cc(NC(=O)COC(=O)C(=O)C#N)ccc1-c1ccco1
7.0,O=C(CN1ON=C(c2cccc(Br)c2)O1)Nc1ccc2c(c1)OCO2
7.0,O=[N+]([O-])c1ccc(-c2nc3ncc(O)nc3s2)cc1
4.0,COc1ccc(-c2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)ccn2)cc1
6.0,Cc1ccc(C[S-]c2nnc(-c3cccc(Cl)c3[N+](=O)[O-])o2)cc1
6.0,O=C([O-])COc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1
4.0,O=C(COc1ccccc1)Nc1ccc(C(=O)NNC(=O)c2ccccc2)cc1
7.0,COCCCC(=O)n1nc(-c2c(Cl)n(Cc3ccccc3)oc2=O)cc1C
8.0,COc1ccc(-c2nnc(SCC(=O)Nc3ccc(C(=O)P(C)(=O)O)cc3)n2C)cc1
6.0,COc1cccc(CC(=O)OCC(=O)Nc2ccc(C(C)=O)cc2)c1OC
7.0,CCC(=O)c1ccc(CSc2nnc(-c3nc(C)cs3)o2)cc1
5.0,CCOc1ccc(C(=O)N/N=C/c2nc3cc(Cl)ccc3o2)cc1
7.0,CS(=O)(=O)OCCSCC(=O)Nc1ccc([N+](=O)[O-])cc1
5.0,COCNCCN(O)CC=O
5.0,[H]Nc1ccc(-c2nc(-c3ccc(COc4ccc(C)cc4)cc3)no2)cc1
8.0,O=C(CCc1nnno1)COc1ccc(OCC(=O)Nc2ccccc2)cc1
6.0,O=C(COc1ccccc1)O/N=C/c1ccc(Cl)cc1[N+](=O)[O-]
6.0,NC(=O)c1conc1NC(=O)CCOC(=O)c1ccccc1
6.0,O=C(Nc1ccccc1Cl)c1nnc(-c2ccccc2[N+](=O)[O-])o1
6.0,COc1ccc(/C=N/Nc2coc3cc(OC)ccc23)c(OC)c1
5.0,Brc1cccc(-c2nnc(SCc3ccccn3)o2)c1
5.0,COc1cc(Cl)c(OC)c(NC(=O)COC(=O)Nc2ccc(Cl)cc2)c1C
8.0,O=C(COc1ccccc1Cl)OCC(=O)c1ccc(NS)c([N+](=O)[O-])c1
5.0,O=C(Nc1ccc2nc[nH]c2n1)C1CCC(COc2ccccc2Cl)OC1
5.0,CCOCCNC(=O)/C=C/c1cc(OC)c(OC)cc1OC
8.0,N#Cc1c(Cl)ccc(OCC(=O)OCC(C(=O)[O-])C(=O)[O-])c1Cl
7.0,COn1c(CO)nnc1C[S-]c1nc2ccccc2[nH]1
7.0,Clc1ccc(/C=N/c2nnc3ncnn3n2)cc1
6.0,N#Cc1coc2nc3nc4ccccc4n3cc2c1=O
5.0,CCOC(O)COc1ccc2c(c1)nnc1ccccc12
5.0,Cc1ccc(OCC(=O)COC(=O)COc2cccc(Br)c2)cc1C
6.0,CCCSC1=NC(C)OC(c2ccc(C)c(C(=O)OC)c2)=N1
8.0,O=C(COc1ccc(C(=O)[O-])cc1)Oc1nc2ccccc2oc1=O
7.0,Cc1nnc(C(=O)CSc2nccc3cc(Cl)c(N)cc23)s1
